timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
1344000,-0.000462183,-0.00558417,-0.0198112,0.0,0.0,0.0
1372000,-0.00109666,-0.00611666,-0.0199183,0.0,0.0,0.0
1396000,-0.000940466,-0.00684247,-0.0193815,0.0,0.0,0.0
1424000,-0.000401348,-0.00672697,-0.0192235,0.0,0.0,0.0
1452000,-0.000661928,-0.00651813,-0.0189969,0.0,0.0,0.0
1480000,-0.0014495,-0.00696901,-0.0189219,0.0,0.0,0.0
1508000,-0.00154903,-0.00745696,-0.0189544,0.0,0.0,0.0
1536000,-0.00130037,-0.0080155,-0.0193613,0.0,0.0,0.0
1564000,-0.00204668,-0.00734106,-0.0193701,0.0,0.0,0.0
1592000,-0.00142389,-0.00661692,-0.0194917,0.0,0.0,0.0
1624000,-0.00108755,-0.00615776,-0.0195361,0.0,0.0,0.0
1652000,-0.000929008,-0.00653936,-0.0196154,0.0,0.0,0.0
1680000,0.000370434,-0.00690723,-0.0197543,0.0,0.0,0.0
1712000,-2.0533e-05,-0.00762625,-0.0196786,0.0,0.0,0.0
1744000,-0.00042468,-0.00750568,-0.0194504,0.0,0.0,0.0
1772000,-0.000337481,-0.00786439,-0.0200057,0.0,0.0,0.0
1800000,0.000408463,-0.00698585,-0.0204232,0.0,0.0,0.0
1832000,-0.000234708,-0.00732171,-0.0201885,0.0,0.0,0.0
1864000,0.000321986,-0.00724725,-0.0199107,0.0,0.0,0.0
1892000,0.00121548,-0.00789187,-0.0197799,0.0,0.0,0.0
1920000,0.00159029,-0.00744543,-0.0195754,0.0,0.0,0.0
1948000,0.00132968,-0.0080917,-0.0201038,0.0,0.0,0.0
1976000,0.00146517,-0.00826854,-0.0202023,0.0,0.0,0.0
2004000,0.00224924,-0.00825159,-0.0199009,0.0,0.0,0.0
2032000,0.00235903,-0.00793563,-0.0203968,0.0,0.0,0.0
2060000,0.00262494,-0.00684949,-0.0204837,0.0,0.0,0.0
2084000,0.00246074,-0.00738478,-0.0206126,0.0,0.0,0.0
2112000,0.0027908,-0.00828999,-0.0200076,0.0,0.0,0.0
2140000,0.00193099,-0.0081757,-0.0197948,0.0,0.0,0.0
2168000,0.00258204,-0.00807003,-0.0202606,0.0,0.0,0.0
2200000,0.00364572,-0.00888422,-0.0198158,0.0,0.0,0.0
2232000,0.00348387,-0.00897931,-0.0197269,0.0,0.0,0.0
2260000,0.00353819,-0.00920401,-0.0199745,0.0,0.0,0.0
2288000,0.00294497,-0.00976625,-0.0201114,0.0,0.0,0.0
2316000,0.00379158,-0.00992825,-0.0202775,0.0,0.0,0.0
2340000,0.00366509,-0.00963699,-0.0203647,0.0,0.0,0.0
2368000,0.00302523,-0.0100264,-0.0204567,0.0,0.0,0.0
2396000,0.00354998,-0.0105917,-0.0206478,0.0,0.0,0.0
2424000,0.00411151,-0.00972634,-0.0197853,0.0,0.0,0.0
2452000,0.0050907,-0.0100515,-0.0201395,0.0,0.0,0.0
2480000,0.00511301,-0.0108605,-0.0206916,0.0,0.0,0.0
2512000,0.00510959,-0.0107912,-0.0213305,0.0,0.0,0.0
2540000,0.00505803,-0.0111477,-0.0213973,0.0,0.0,0.0
2568000,0.00486551,-0.0115683,-0.0209545,0.0,0.0,0.0
2600000,0.00444385,-0.0113095,-0.0208045,0.0,0.0,0.0
2628000,0.00520771,-0.0106915,-0.020716,0.0,0.0,0.0
2660000,0.00513327,-0.0107124,-0.020648,0.0,0.0,0.0
2692000,0.00562313,-0.010812,-0.0202225,0.0,0.0,0.0
2720000,0.0051137,-0.0101534,-0.0201579,0.0,0.0,0.0
2748000,0.00581489,-0.010612,-0.0205542,0.0,0.0,0.0
2780000,0.00454927,-0.011442,-0.0203825,0.0,0.0,0.0
2808000,0.00377088,-0.0101423,-0.0201548,0.0,0.0,0.0
2836000,0.00350792,-0.0093679,-0.019963,0.0,0.0,0.0
2864000,0.00405886,-0.00860904,-0.0199127,0.0,0.0,0.0
2892000,0.00471964,-0.00992383,-0.0196623,0.0,0.0,0.0
2920000,0.00420942,-0.00872724,-0.0197105,0.0,0.0,0.0
2952000,0.00330456,-0.00950759,-0.0197312,0.0,0.0,0.0
2980000,0.0043142,-0.00903246,-0.0201142,0.0,0.0,0.0
3008000,0.00514369,-0.00871897,-0.0195012,0.0,0.0,0.0
3036000,0.0049735,-0.00846399,-0.0193239,0.0,0.0,0.0
3068000,0.00512009,-0.00793474,-0.0192301,0.0,0.0,0.0
3100000,0.00553619,-0.00866793,-0.0195569,0.0,0.0,0.0
3124000,0.00646115,-0.00848149,-0.0195183,0.0,0.0,0.0
3152000,0.00573528,-0.00860056,-0.0195211,0.0,0.0,0.0
3180000,0.0054319,-0.00875711,-0.019215,0.0,0.0,0.0
3208000,0.00562744,-0.00791001,-0.0192271,0.0,0.0,0.0
3236000,0.00621956,-0.00662143,-0.0194125,0.0,0.0,0.0
3264000,0.00631314,-0.0061647,-0.0189875,0.0,0.0,0.0
3296000,0.00589623,-0.00637047,-0.0193124,0.0,0.0,0.0
3328000,0.00547919,-0.00640716,-0.0197501,0.0,0.0,0.0
3356000,0.00564612,-0.00614381,-0.019906,0.0,0.0,0.0
3388000,0.00691233,-0.00530505,-0.0199218,0.0,0.0,0.0
3416000,0.00667956,-0.00482024,-0.0200621,0.0,0.0,0.0
3448000,0.00571531,-0.00569096,-0.0199787,0.0,0.0,0.0
3480000,0.00471378,-0.00629569,-0.0200444,0.0,0.0,0.0
3508000,0.00545708,-0.00540767,-0.0202381,0.0,0.0,0.0
3540000,0.00565026,-0.00491564,-0.0197714,0.0,0.0,0.0
3572000,0.00509594,-0.00487951,-0.0200672,0.0,0.0,0.0
3600000,0.00456308,-0.00466382,-0.0202548,0.0,0.0,0.0
3632000,0.00623788,-0.0039176,-0.0206118,0.0,0.0,0.0
3660000,0.0064356,-0.00472064,-0.0207101,0.0,0.0,0.0
3692000,0.00698047,-0.0051288,-0.0206491,0.0,0.0,0.0
3724000,0.00821852,-0.00469459,-0.0202623,0.0,0.0,0.0
3752000,0.00754684,-0.00397904,-0.0202253,0.0,0.0,0.0
3780000,0.00761728,-0.00259296,-0.0204917,0.0,0.0,0.0
3812000,0.00601983,-0.00243313,-0.0205801,0.0,0.0,0.0
3840000,0.00682246,-0.00270607,-0.0210302,0.0,0.0,0.0
3868000,0.00695209,-0.00255694,-0.0205301,0.0,0.0,0.0
3900000,0.00713913,-0.00224945,-0.0210091,0.0,0.0,0.0
3928000,0.00726703,-0.00173731,-0.021084,0.0,0.0,0.0
3956000,0.00575102,-0.00197295,-0.0209626,0.0,0.0,0.0
3984000,0.00528911,-0.00118902,-0.0205301,0.0,0.0,0.0
4012000,0.0051036,-8.09823e-05,-0.0204358,0.0,0.0,0.0
4044000,0.00476036,0.000741498,-0.0207319,0.0,0.0,0.0
4072000,0.0051161,0.000677727,-0.020529,0.0,0.0,0.0
4104000,0.00553112,0.000835086,-0.0199218,0.0,0.0,0.0
4132000,0.00520205,0.00152644,-0.0199025,0.0,0.0,0.0
4164000,0.00595459,0.00201733,-0.019812,0.0,0.0,0.0
4196000,0.00637338,0.0019337,-0.0196696,0.0,0.0,0.0
4228000,0.00651781,0.00127009,-0.0193431,0.0,0.0,0.0
4260000,0.00598905,0.00255568,-0.019323,0.0,0.0,0.0
4292000,0.00533262,0.00227569,-0.0193726,0.0,0.0,0.0
4320000,0.00581508,0.00269806,-0.0189971,0.0,0.0,0.0
4344000,0.00533992,0.00276584,-0.0189427,0.0,0.0,0.0
4372000,0.00485213,0.00292364,-0.0188874,0.0,0.0,0.0
4400000,0.00472782,0.00302106,-0.0192331,0.0,0.0,0.0
4424000,0.00475635,0.00409647,-0.018712,0.0,0.0,0.0
4448000,0.00501515,0.004208,-0.0190441,0.0,0.0,0.0
4480000,0.00498757,0.00448378,-0.0191894,0.0,0.0,0.0
4512000,0.00549075,0.00421561,-0.0187015,0.0,0.0,0.0
4544000,0.005848,0.00559687,-0.0184316,0.0,0.0,0.0
4572000,0.0066383,0.00581017,-0.018661,0.0,0.0,0.0
4604000,0.00669943,0.00521021,-0.0188467,0.0,0.0,0.0
4636000,0.00773152,0.0050136,-0.0188152,0.0,0.0,0.0
4664000,0.00787243,0.00542489,-0.0190768,0.0,0.0,0.0
4696000,0.00713889,0.00483945,-0.0193449,0.0,0.0,0.0
4728000,0.00703922,0.00499286,-0.0194658,0.0,0.0,0.0
4756000,0.0068514,0.00500227,-0.0191858,0.0,0.0,0.0
4784000,0.00695058,0.00510234,-0.0192253,0.0,0.0,0.0
4812000,0.00773352,0.00432531,-0.0190904,0.0,0.0,0.0
4840000,0.00701164,0.00444591,-0.018874,0.0,0.0,0.0
4872000,0.00567354,0.00537856,-0.0190228,0.0,0.0,0.0
4904000,0.00523397,0.00562218,-0.019136,0.0,0.0,0.0
4936000,0.00453661,0.00574808,-0.0191765,0.0,0.0,0.0
4964000,0.00359871,0.00534145,-0.0189326,0.0,0.0,0.0
4988000,0.00396502,0.00554349,-0.0189247,0.0,0.0,0.0
5020000,0.00234173,0.00546697,-0.0186726,0.0,0.0,0.0
5052000,0.00254119,0.00625553,-0.0184266,0.0,0.0,0.0
5080000,0.00195842,0.00613778,-0.0182692,0.0,0.0,0.0
5108000,0.00204204,0.00512522,-0.0179831,0.0,0.0,0.0
5136000,0.00171808,0.0048566,-0.0174468,0.0,0.0,0.0
5168000,0.00151911,0.00533723,-0.0172219,0.0,0.0,0.0
5200000,0.00277657,0.00529551,-0.0169215,0.0,0.0,0.0
5228000,0.0031462,0.00543386,-0.0168205,0.0,0.0,0.0
5260000,0.00469441,0.00490171,-0.0168537,0.0,0.0,0.0
5292000,0.0035476,0.0049944,-0.0169889,0.0,0.0,0.0
5316000,0.00338679,0.00548983,-0.0168752,0.0,0.0,0.0
5348000,0.00317605,0.00554863,-0.017286,0.0,0.0,0.0
5380000,0.00307799,0.00576884,-0.0172261,0.0,0.0,0.0
5404000,0.00255651,0.00622623,-0.0171425,0.0,0.0,0.0
5428000,0.00330462,0.00684023,-0.0170173,0.0,0.0,0.0
5460000,0.00257885,0.00708028,-0.0168764,0.0,0.0,0.0
5488000,0.00279137,0.0057264,-0.0167968,0.0,0.0,0.0
5516000,0.00299041,0.00576536,-0.0169097,0.0,0.0,0.0
5548000,0.00316555,0.00539469,-0.0169735,0.0,0.0,0.0
5580000,0.00280897,0.00492466,-0.0165872,0.0,0.0,0.0
5612000,0.00287525,0.00452998,-0.0161136,0.0,0.0,0.0
5644000,0.00294702,0.00432206,-0.0157919,0.0,0.0,0.0
5672000,0.00240598,0.0040154,-0.0160208,0.0,0.0,0.0
5704000,0.00294695,0.00364055,-0.0156279,0.0,0.0,0.0
5732000,0.00280655,0.00396388,-0.0157889,0.0,0.0,0.0
5760000,0.00277327,0.00415404,-0.0159673,0.0,0.0,0.0
5788000,0.00189981,0.00267245,-0.0161046,0.0,0.0,0.0
5820000,0.00268285,0.00149302,-0.0158772,0.0,0.0,0.0
5848000,0.00176739,0.00172216,-0.0162963,0.0,0.0,0.0
5876000,0.0015119,0.00050974,-0.0163224,0.0,0.0,0.0
5900000,0.00106052,-5.94411e-05,-0.016662,0.0,0.0,0.0
5932000,0.000274226,-0.00106182,-0.016536,0.0,0.0,0.0
5964000,-0.000414277,-0.00147683,-0.0168746,0.0,0.0,0.0
5992000,-0.000770066,-0.00148952,-0.0166571,0.0,0.0,0.0
6016000,-0.000893616,-0.000521954,-0.0164464,0.0,0.0,0.0
6044000,-0.00193647,-7.22281e-05,-0.0163769,0.0,0.0,0.0
6072000,-0.00185454,0.000504474,-0.0164939,0.0,0.0,0.0
6100000,-0.00231401,0.000683773,-0.0169429,0.0,0.0,0.0
6132000,-0.00132595,0.000886,-0.0166839,0.0,0.0,0.0
6164000,-0.00199439,0.000372067,-0.0170075,0.0,0.0,0.0
6192000,-0.00231286,-0.000479371,-0.0168608,0.0,0.0,0.0
6220000,-0.00252638,-0.000357423,-0.0172122,0.0,0.0,0.0
6248000,-0.00269641,-0.000526393,-0.0164877,0.0,0.0,0.0
6280000,-0.00279812,-0.000543713,-0.016356,0.0,0.0,0.0
6312000,-0.0036283,-0.000547064,-0.0172092,0.0,0.0,0.0
6344000,-0.00351186,-0.00022887,-0.0175436,0.0,0.0,0.0
6372000,-0.0036888,-0.00137159,-0.0174845,0.0,0.0,0.0
6404000,-0.00458898,-0.00201969,-0.0176951,0.0,0.0,0.0
6436000,-0.00459489,-0.00239175,-0.0176048,0.0,0.0,0.0
6464000,-0.00442368,-0.00189362,-0.0178329,0.0,0.0,0.0
6496000,-0.00586401,-0.00145678,-0.017783,0.0,0.0,0.0
6524000,-0.00586619,-0.00221424,-0.0179536,0.0,0.0,0.0
6556000,-0.00654431,-0.00114387,-0.0181984,0.0,0.0,0.0
6584000,-0.00720512,-0.0021125,-0.0182594,0.0,0.0,0.0
6612000,-0.00763794,-0.0028989,-0.0185027,0.0,0.0,0.0
6640000,-0.00660934,-0.00268233,-0.0189445,0.0,0.0,0.0
6668000,-0.00711169,-0.00333017,-0.0191998,0.0,0.0,0.0
6692000,-0.00730057,-0.00313644,-0.0195023,0.0,0.0,0.0
6720000,-0.0082981,-0.00319528,-0.0196503,0.0,0.0,0.0
6752000,-0.00795196,-0.00233258,-0.0194088,0.0,0.0,0.0
6780000,-0.00806759,-0.00195288,-0.0193746,0.0,0.0,0.0
6812000,-0.00842986,-0.00149355,-0.0198314,0.0,0.0,0.0
6844000,-0.00806255,-0.00215805,-0.0199912,0.0,0.0,0.0
6876000,-0.00834841,-0.00248634,-0.0199451,0.0,0.0,0.0
6908000,-0.00779834,-0.00231677,-0.0197207,0.0,0.0,0.0
6936000,-0.00806779,-0.00229011,-0.0199002,0.0,0.0,0.0
6968000,-0.00852495,-0.0028295,-0.0202099,0.0,0.0,0.0
7000000,-0.00862785,-0.00199812,-0.0201671,0.0,0.0,0.0
7028000,-0.00927921,-0.00290049,-0.0202022,0.0,0.0,0.0
7060000,-0.00932164,-0.00293412,-0.0205998,0.0,0.0,0.0
7092000,-0.0100256,-0.0032432,-0.0207272,0.0,0.0,0.0
7120000,-0.0106245,-0.00239423,-0.0210327,0.0,0.0,0.0
7148000,-0.0101703,-0.00226584,-0.0213849,0.0,0.0,0.0
7180000,-0.0102244,-0.00156866,-0.0216777,0.0,0.0,0.0
7212000,-0.0113317,-0.00126615,-0.0222657,0.0,0.0,0.0
7240000,-0.0118869,-0.00093561,-0.0224995,0.0,0.0,0.0
7272000,-0.0113678,-0.00162013,-0.0226935,0.0,0.0,0.0
7300000,-0.0118353,-0.00175357,-0.0230722,0.0,0.0,0.0
7332000,-0.0112687,-0.00155692,-0.0230756,0.0,0.0,0.0
7364000,-0.012594,-0.00171332,-0.0235965,0.0,0.0,0.0
7396000,-0.0122777,-0.00108808,-0.0238169,0.0,0.0,0.0
7428000,-0.0129473,-0.00122029,-0.0238033,0.0,0.0,0.0
7456000,-0.0128296,-0.000834282,-0.0236609,0.0,0.0,0.0
7488000,-0.0135288,-0.00133693,-0.0238596,0.0,0.0,0.0
7520000,-0.0138521,-0.00164108,-0.0240475,0.0,0.0,0.0
7548000,-0.0143854,-0.00207714,-0.0242181,0.0,0.0,0.0
7580000,-0.0147392,-0.00303324,-0.0242364,0.0,0.0,0.0
7608000,-0.0138891,-0.00363561,-0.0244638,0.0,0.0,0.0
7640000,-0.0139258,-0.00348161,-0.0243047,0.0,0.0,0.0
7664000,-0.0132375,-0.00381568,-0.0244228,0.0,0.0,0.0
7696000,-0.0131349,-0.0038245,-0.0247909,0.0,0.0,0.0
7728000,-0.0145921,-0.00392351,-0.0248848,0.0,0.0,0.0
7760000,-0.0140287,-0.00369192,-0.0252069,0.0,0.0,0.0
7788000,-0.014301,-0.00419093,-0.0255539,0.0,0.0,0.0
7816000,-0.0140344,-0.00414835,-0.0253044,0.0,0.0,0.0
7848000,-0.0136929,-0.00479685,-0.025756,0.0,0.0,0.0
7880000,-0.0124287,-0.00485538,-0.0260214,0.0,0.0,0.0
7908000,-0.0118145,-0.00477012,-0.0260008,0.0,0.0,0.0
7940000,-0.0111877,-0.00462264,-0.0264046,0.0,0.0,0.0
7964000,-0.0108439,-0.00472505,-0.0265823,0.0,0.0,0.0
7992000,-0.0113704,-0.00412029,-0.0269882,0.0,0.0,0.0
8024000,-0.012598,-0.00481373,-0.0267082,0.0,0.0,0.0
8056000,-0.0129111,-0.00492447,-0.0271638,0.0,0.0,0.0
8080000,-0.0123803,-0.00486652,-0.026904,0.0,0.0,0.0
8112000,-0.0111493,-0.00452923,-0.0268255,0.0,0.0,0.0
8140000,-0.011213,-0.00367714,-0.0267541,0.0,0.0,0.0
8172000,-0.0113474,-0.00376054,-0.0267237,0.0,0.0,0.0
8200000,-0.0113744,-0.00367494,-0.0265798,0.0,0.0,0.0
8232000,-0.0126886,-0.00458488,-0.02674,0.0,0.0,0.0
8260000,-0.0125003,-0.0050482,-0.0268693,0.0,0.0,0.0
8288000,-0.0121583,-0.00519831,-0.0267355,0.0,0.0,0.0
8320000,-0.0125994,-0.00444968,-0.0267941,0.0,0.0,0.0
8352000,-0.0120615,-0.00500347,-0.0267572,0.0,0.0,0.0
8380000,-0.0120819,-0.00608791,-0.027031,0.0,0.0,0.0
8408000,-0.0127991,-0.00636956,-0.0268892,0.0,0.0,0.0
8440000,-0.0120341,-0.00585019,-0.0275488,0.0,0.0,0.0
8472000,-0.0124863,-0.00706028,-0.0277679,0.0,0.0,0.0
8504000,-0.0105098,-0.00670815,-0.0275688,0.0,0.0,0.0
8536000,-0.0100482,-0.00671392,-0.0279355,0.0,0.0,0.0
8564000,-0.00990017,-0.00709482,-0.0278889,0.0,0.0,0.0
8596000,-0.010717,-0.00675201,-0.0284954,0.0,0.0,0.0
8628000,-0.0108361,-0.00623942,-0.0285036,0.0,0.0,0.0
8660000,-0.01142,-0.00550869,-0.0291467,0.0,0.0,0.0
8692000,-0.0101535,-0.00533338,-0.0294823,0.0,0.0,0.0
8716000,-0.00982988,-0.00650155,-0.0293395,0.0,0.0,0.0
8748000,-0.00900295,-0.0062119,-0.0294601,0.0,0.0,0.0
8780000,-0.00891763,-0.00696287,-0.0298784,0.0,0.0,0.0
8812000,-0.00900392,-0.0058418,-0.0299694,0.0,0.0,0.0
8844000,-0.00837252,-0.00659144,-0.0296538,0.0,0.0,0.0
8872000,-0.00765106,-0.00685119,-0.0293793,0.0,0.0,0.0
8904000,-0.00865812,-0.00681049,-0.0292416,0.0,0.0,0.0
8932000,-0.00854619,-0.00716598,-0.0294816,0.0,0.0,0.0
8960000,-0.00900783,-0.00823179,-0.029224,0.0,0.0,0.0
8992000,-0.00979084,-0.00962965,-0.0293926,0.0,0.0,0.0
9020000,-0.00991355,-0.00983964,-0.0290806,0.0,0.0,0.0
9048000,-0.00881338,-0.0096546,-0.0289936,0.0,0.0,0.0
9080000,-0.00789378,-0.00906313,-0.0286877,0.0,0.0,0.0
9112000,-0.00712579,-0.00940436,-0.0289718,0.0,0.0,0.0
9144000,-0.00717306,-0.00950879,-0.029339,0.0,0.0,0.0
9172000,-0.00647868,-0.00999984,-0.0295096,0.0,0.0,0.0
9200000,-0.00615344,-0.00987779,-0.029937,0.0,0.0,0.0
9232000,-0.0054703,-0.00986702,-0.0301821,0.0,0.0,0.0
9260000,-0.00545603,-0.0109363,-0.0299694,0.0,0.0,0.0
9288000,-0.00491656,-0.0114228,-0.0300208,0.0,0.0,0.0
9320000,-0.004877,-0.012326,-0.0299195,0.0,0.0,0.0
9352000,-0.00503632,-0.0121496,-0.029943,0.0,0.0,0.0
9384000,-0.0047725,-0.0117693,-0.0298719,0.0,0.0,0.0
9412000,-0.00511032,-0.0124968,-0.0296251,0.0,0.0,0.0
9440000,-0.00482805,-0.0124785,-0.0294361,0.0,0.0,0.0
9472000,-0.00564264,-0.0132293,-0.0289202,0.0,0.0,0.0
9504000,-0.00478565,-0.0131579,-0.0290711,0.0,0.0,0.0
9536000,-0.00544572,-0.0148187,-0.0284469,0.0,0.0,0.0
9568000,-0.00461115,-0.0146236,-0.0278209,0.0,0.0,0.0
9596000,-0.00396361,-0.0141116,-0.027961,0.0,0.0,0.0
9628000,-0.00385462,-0.0134734,-0.0279548,0.0,0.0,0.0
9660000,-0.00421578,-0.0133468,-0.0277989,0.0,0.0,0.0
9692000,-0.00430389,-0.0126485,-0.0277706,0.0,0.0,0.0
9724000,-0.00451213,-0.0126722,-0.0277287,0.0,0.0,0.0
9756000,-0.00433902,-0.011969,-0.0276239,0.0,0.0,0.0
9788000,-0.00347459,-0.0120004,-0.028133,0.0,0.0,0.0
9820000,-0.00241942,-0.0114238,-0.0280816,0.0,0.0,0.0
9844000,-0.00271926,-0.0109477,-0.0279469,0.0,0.0,0.0
9872000,-0.00210725,-0.0110562,-0.0275706,0.0,0.0,0.0
9904000,-0.000291454,-0.0108955,-0.0279906,0.0,0.0,0.0
9936000,9.90926e-05,-0.0123073,-0.027936,0.0,0.0,0.0
9968000,0.000636219,-0.01206,-0.0280478,0.0,0.0,0.0
9996000,0.000829224,-0.0130107,-0.0279389,0.0,0.0,0.0
10024000,0.00089983,-0.0138348,-0.0281195,0.0,0.0,0.0
10056000,0.00140807,-0.012868,-0.0280864,0.0,0.0,0.0
10088000,0.00180564,-0.0117955,-0.027669,0.0,0.0,0.0
10120000,0.00156407,-0.0121149,-0.0276197,0.0,0.0,0.0
10148000,0.00305882,-0.0114803,-0.0273465,0.0,0.0,0.0
10176000,0.00346484,-0.0114675,-0.0274367,0.0,0.0,0.0
10208000,0.00336541,-0.0115864,-0.0270832,0.0,0.0,0.0
10240000,0.00327615,-0.0112956,-0.0132959,0.0,0.0,0.0
10268000,0.00387928,-0.0106802,-0.0132282,0.0,0.0,0.0
10300000,0.00414816,-0.0107886,-0.0130888,0.0,0.0,0.0
10332000,0.00436309,-0.0107697,-0.0134335,0.0,0.0,0.0
10360000,0.00464972,-0.0105765,-0.0132625,0.0,0.0,0.0
10392000,0.00373226,-0.0102447,-0.0131309,0.0,0.0,0.0
10424000,0.00421388,-0.00981175,-0.0133246,0.0,0.0,0.0
10456000,0.00475103,-0.00914265,-0.0134141,0.0,0.0,0.0
10488000,0.00477319,-0.008931,-0.0137031,0.0,0.0,0.0
10520000,0.00453284,-0.00837258,-0.0141908,0.0,0.0,0.0
10548000,0.00470578,-0.00825769,-0.0144554,0.0,0.0,0.0
10580000,0.00459601,-0.00812725,-0.014311,0.0,0.0,0.0
10608000,0.00462603,-0.00732864,-0.0143843,0.0,0.0,0.0
10636000,0.00483389,-0.00798615,-0.0141825,0.0,0.0,0.0
10664000,0.0040673,-0.00833669,-0.014212,0.0,0.0,0.0
10692000,0.00355077,-0.00854648,-0.0144767,0.0,0.0,0.0
10720000,0.00304527,-0.0083647,-0.0147436,0.0,0.0,0.0
10748000,0.00387305,-0.00873615,-0.0146882,0.0,0.0,0.0
10776000,0.00440127,-0.00853117,-0.0144928,0.0,0.0,0.0
10800000,0.00446129,-0.0084587,-0.0146906,0.0,0.0,0.0
10832000,0.00497867,-0.00855303,-0.0148348,0.0,0.0,0.0
10864000,0.00595348,-0.00740075,-0.0150026,0.0,0.0,0.0
10892000,0.00514423,-0.00867449,-0.0156389,0.0,0.0,0.0
10920000,0.0065199,-0.0086206,-0.01574,0.0,0.0,0.0
10948000,0.00704268,-0.00836109,-0.016224,0.0,0.0,0.0
10976000,0.00669506,-0.00838285,-0.0166681,0.0,0.0,0.0
11004000,0.0068013,-0.00773795,-0.0172503,0.0,0.0,0.0
11032000,0.00744153,-0.00648337,-0.017668,0.0,0.0,0.0
11064000,0.00686959,-0.0049147,-0.0177889,0.0,0.0,0.0
11092000,0.00685707,-0.00478597,-0.0181403,0.0,0.0,0.0
11120000,0.00764393,-0.00455558,-0.0185507,0.0,0.0,0.0
11152000,0.00752814,-0.00433971,-0.0184731,0.0,0.0,0.0
11180000,0.00736649,-0.00401471,-0.0184789,0.0,0.0,0.0
11212000,0.00789893,-0.0037821,-0.018392,0.0,0.0,0.0
11244000,0.00803446,-0.00448765,-0.0183526,0.0,0.0,0.0
11272000,0.00872627,-0.00444522,-0.0184076,0.0,0.0,0.0
11300000,0.00945053,-0.00474937,-0.018348,0.0,0.0,0.0
11332000,0.008708,-0.00462549,-0.0184053,0.0,0.0,0.0
11364000,0.00931223,-0.00535083,-0.0183377,0.0,0.0,0.0
11388000,0.00994733,-0.005667,-0.0181411,0.0,0.0,0.0
11416000,0.00968805,-0.00463844,-0.0173958,0.0,0.0,0.0
11444000,0.00975891,-0.00433057,-0.0167962,0.0,0.0,0.0
