timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
10224000,0.0,0.0,488.005,0.0,0.0,0.0,0.0,1,0,0
16608000,47.3977419605,8.54559408285,488.004,-0.00439561,0.0062361,0.00124569,0.00810102,1,1,0
16908000,47.3977419738,8.54559410121,488.003,-0.0029102,0.00761764,0.00151688,0.00820748,1,1,0
470928000,47.397741442,8.54689068112,487.655,-0.0612343,97.5991,0.350401,0.000126698,1,1,0
