timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
200000,0.0,0.0,0.0
400000,0.0,0.0,0.0
596000,0.0,0.0,0.0
792000,0.0,0.0,0.0
988000,0.0,0.0,0.0
1184000,0.0,0.0,0.0
1380000,0.0,0.0,0.0
1580000,0.0,0.0,0.0
1776000,0.0,0.0,0.0
1976000,0.0,0.0,0.0
2176000,0.0,0.0,0.0
2372000,0.0,0.0,0.0
2572000,0.0,0.0,0.0
2772000,0.0,0.0,0.0
2968000,0.0,0.0,0.0
3168000,0.0,0.0,0.0
3364000,0.0,0.0,0.0
3560000,0.0,0.0,0.0
3756000,0.0,0.0,0.0
3956000,0.0,0.0,0.0
4156000,0.0,0.0,0.0
4352000,0.0,0.0,0.0
4552000,0.0,0.0,0.0
4752000,0.0,0.0,0.0
4952000,0.0,0.0,0.0
5152000,0.0,0.0,0.0
5352000,0.0,0.0,0.0
5552000,0.0,0.0,0.0
5752000,0.0,0.0,0.0
5952000,0.0,0.0,0.0
6148000,0.0,0.0,0.0
6344000,0.0,0.0,0.0
6540000,0.0,0.0,0.0
6736000,0.0,0.0,0.0
6936000,0.0,0.0,0.0
7136000,0.0,0.0,0.0
7336000,0.0,0.0,0.0
7536000,0.0,0.0,0.0
7736000,0.0,0.0,0.0
7936000,0.0,0.0,0.0
8136000,0.0,0.0,0.0
8336000,0.0,0.0,0.0
8536000,0.0,0.0,0.0
8736000,0.0,0.0,0.0
8936000,0.0,0.0,0.0
9132000,0.0,0.0,0.0
9332000,0.0,0.0,0.0
9528000,0.0,0.0,0.0
9728000,0.0,0.0,0.0
9928000,0.0,0.0,0.0
10128000,0.0,0.0,0.0
10328000,0.0,0.0,0.0
10528000,0.0,0.0,0.0
10724000,0.0,0.0,0.0
10920000,0.0,0.0,0.0
11120000,0.0,0.0,0.0
11320000,0.0,0.0,0.0
11516000,0.0,0.0,0.0
11716000,0.0,0.0,0.0
11912000,0.0,0.0,0.0
12112000,0.0,0.0,0.0
12312000,0.0,0.0,0.0
12508000,0.0,0.0,0.0
12708000,0.0,0.0,0.0
12904000,0.0,0.0,0.0
13104000,0.0,0.0,0.0
13304000,0.0,0.0,0.0
13504000,0.0,0.0,0.0
13704000,0.0,0.0,0.0
13900000,0.0,0.0,0.0
14100000,0.0,0.0,0.0
14296000,0.0,0.0,0.0
14496000,0.0,0.0,0.0
14696000,0.0,0.0,0.0
14896000,0.0,0.0,0.0
15092000,0.0,0.0,0.0
15292000,0.0,0.0,0.0
15488000,0.0,0.0,0.0
15684000,0.0,0.0,0.0
15884000,0.0,0.0,0.0
16084000,0.0,0.0,0.0
16284000,0.0,0.0,0.0
16484000,0.0,0.0,0.0
16680000,0.0,0.0,0.0
16880000,0.0,0.0,0.0
16908000,0.0,0.0,0.0
470932000,0.0,0.0,0.0
471132000,0.0,0.0,0.0
471332000,0.0,0.0,0.0
471528000,0.0,0.0,0.0
471728000,0.0,0.0,0.0
471928000,0.0,0.0,0.0
