timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
36508000,0.00548103,0.0266139,-0.320651,0.0087132,0.0,0.00150012,0.00366899,-0.00488888,0.0,0.0,0.0,0.0,0.0,0.0,0.000963119,7.49402e-05,-0.475149
36600000,0.00541845,0.0265879,-0.44556,0.0087132,0.0,0.00192491,0.00437314,-0.122444,0.0,0.0,0.0,0.0,0.0,0.0,0.00122638,0.000749638,-0.538344
36692000,0.00535588,0.0265618,-0.57957,0.0087132,0.0,0.00222204,0.00511619,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.000728465,0.000935475,-0.551622
36788000,0.00529059,0.0265346,-0.723475,0.0087132,0.0,0.00234743,0.00559502,-0.362667,0.0,0.0,0.0,0.0,0.0,0.0,0.00024592,0.000486133,-0.557383
36880000,0.00522801,0.0265085,-0.861485,0.0087132,0.0,0.00260282,0.00591721,-0.480222,0.0,0.0,0.0,0.0,0.0,0.0,0.000566001,0.000991876,-0.554038
36972000,0.00517696,0.0264824,-0.999496,0.0087132,0.0,0.00319387,0.00653547,-0.597778,0.0,0.0,0.0,0.0,0.0,0.0,8.98432e-05,0.000411215,-0.553384
37068000,0.00514238,0.0264552,-1.14351,0.0087132,0.0,0.00308173,0.00667153,-0.720444,0.0,0.0,0.0,0.0,0.0,0.0,-0.000155301,3.54324e-05,-0.56077
37160000,0.00510925,0.0264291,-1.28152,0.0087132,0.0,0.00310761,0.00598077,-0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.000127704,-0.000812435,-0.558166
37252000,0.00507612,0.026403,-1.41953,0.0087132,0.0,0.00306932,0.00503237,-0.955556,0.0,0.0,0.0,0.0,0.0,0.0,-9.41086e-05,-0.000750806,-0.55528
37348000,0.00504155,0.0263758,-1.56354,0.0087132,0.0,0.00275366,0.00456742,-1.07822,0.0,0.0,0.0,0.0,0.0,0.0,-0.000125344,-0.000495561,-0.56264
37440000,0.00500841,0.0263497,-1.70155,0.0087132,0.0,0.00230051,0.00394372,-1.19578,0.0,0.0,0.0,0.0,0.0,0.0,-0.000267016,-0.00141121,-0.560107
37532000,0.00497528,0.0263237,-1.83956,0.0087132,0.0,0.00175135,0.00315614,-1.31333,0.0,0.0,0.0,0.0,0.0,0.0,-0.00109529,-0.00127055,-0.556907
37628000,0.00494071,0.0262964,-1.98357,0.0087132,0.0,0.000888423,0.00231236,-1.436,0.0,0.0,0.0,0.0,0.0,0.0,-0.000976301,-0.00174857,-0.562987
