timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
15884000,47.3977419022,8.54559398849,487.996,0.00836182,-0.0,-0.00131543,-0.00124301,-0.00637041,0.00721496,2.30111,2.40137,0.0,2,0,0,0
16076000,47.3977418982,8.54559401455,487.997,0.00860596,-0.0,-0.00240062,-0.000765349,-0.00820265,0.00675826,2.30014,2.40141,0.0,2,0,0,0
16268000,47.3977418973,8.54559402318,487.998,0.0100403,-0.0,-0.00367107,0.000832553,-0.00759152,0.00687451,2.30053,2.40161,0.0,2,0,0,0
16460000,47.3977418971,8.54559402135,487.999,0.0101624,-0.0,-0.00449016,0.0013207,-0.00813795,0.00692718,2.29997,2.40159,0.0,2,0,0,0
16652000,47.3977418915,8.54559402399,487.997,0.00891113,-0.0,-0.00679051,0.00425587,-0.0072974,0.00678322,2.29956,2.4017,0.0,2,0,0,0
16844000,47.3977418789,8.54559402938,487.997,0.00796509,-0.0,-0.00793361,0.00419795,-0.00647156,0.00704601,2.29925,2.40163,0.0,2,0,0,0
17036000,47.3977418692,8.5455940478,487.997,0.00823975,-0.0,-0.008742,0.00434361,-0.00501503,0.0066499,2.29902,2.40153,0.0,2,0,0,0
17228000,47.3977418728,8.54559407064,487.997,0.00772095,-0.0,-0.0103749,0.00637579,-0.00699652,0.00693967,2.29884,2.40156,0.0,2,0,0,0
17420000,47.3977418766,8.54559408702,487.997,0.00741577,-0.0,-0.0150131,0.00419017,-0.00776023,0.00694328,2.2987,2.40143,0.0,2,0,0,0
17612000,47.39774187,8.54559408309,487.996,0.00662231,-0.0,-0.0204512,0.00381181,-0.0077203,0.00683082,2.29859,2.40128,0.0,2,0,0,0
17804000,47.3977418531,8.54559406815,487.997,0.00732422,-0.0,-0.0226458,0.00359157,-0.00753493,0.00683816,2.29851,2.40112,0.0,2,0,0,0
17996000,47.3977418367,8.54559404911,487.998,0.00836182,-0.0,-0.0258097,0.00248583,-0.00810415,0.00678076,2.29844,2.40111,0.0,2,0,0,0
