timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
72000,-0.00247547,0.00230727,0.00186187,0.0,0.0,0.0,0.0
100000,-0.00692657,-0.00063127,-0.0031342,0.0,0.0,0.0,0.0
132000,0.00473024,-0.00122538,0.0018184,0.0,0.0,0.0,0.0
160000,0.000723945,0.0057828,0.00468509,0.0,0.0,0.0,0.0
192000,0.00571875,0.00444642,0.00203178,0.0,0.0,0.0,0.0
224000,-0.000948148,0.00748313,0.00414013,0.0,0.0,0.0,0.0
252000,-0.00115851,0.00171744,-0.00908654,0.0,0.0,0.0,0.0
280000,-0.00886086,-0.00219708,0.00120934,0.0,0.0,0.0,0.0
312000,-0.000410038,0.00760404,0.00132868,0.0,0.0,0.0,0.0
340000,0.00382539,-0.00631168,0.00768395,0.0,0.0,0.0,0.0
368000,0.00744051,-0.00718652,-0.000377131,0.0,0.0,0.0,0.0
400000,0.0107665,0.000818205,-0.00481797,0.0,0.0,0.0,0.0
432000,-0.00821184,0.000148354,0.00803358,0.0,0.0,0.0,0.0
460000,0.00438726,-0.00102063,0.000708667,0.0,0.0,0.0,0.0
488000,0.00140853,-0.00085408,0.0047917,0.0,0.0,0.0,0.0
516000,-0.003801,-0.00833229,0.000390447,0.0,0.0,0.0,0.0
544000,-0.00612773,-0.00509656,-0.00250803,0.0,0.0,0.0,0.0
576000,0.00499292,0.00527126,0.00717368,0.0,0.0,0.0,0.0
608000,-0.00942977,-0.00467546,0.000155158,0.0,0.0,0.0,0.0
640000,-0.000357786,-0.00377391,-0.00548335,0.0,0.0,0.0,0.0
668000,-0.00475553,-0.00617567,0.00153125,0.0,0.0,0.0,0.0
700000,-0.000823485,0.00585586,-0.00399254,0.0,0.0,0.0,0.0
728000,-0.00226435,0.00416943,0.00161349,0.0,0.0,0.0,0.0
756000,0.00456428,-0.00782888,0.00506639,0.0,0.0,0.0,0.0
788000,-0.00605201,-0.00250356,0.00873166,0.0,0.0,0.0,0.0
820000,0.00435091,0.000440473,0.00534668,0.0,0.0,0.0,0.0
848000,0.0015572,-0.000880603,0.00259346,0.0,0.0,0.0,0.0
876000,-0.00243546,-0.000835192,0.00139463,0.0,0.0,0.0,0.0
904000,0.00475893,-0.00353823,0.0042903,0.0,0.0,0.0,0.0
932000,-0.00167661,0.00679576,0.0044668,0.0,0.0,0.0,0.0
964000,-0.000520695,0.000788736,0.00154382,0.0,0.0,0.0,0.0
992000,0.000595323,0.0104955,-0.00257975,0.0,0.0,0.0,0.0
1020000,-0.0100854,0.00671657,-0.000219216,0.0,0.0,0.0,0.0
1048000,-0.00377387,-0.00224406,-0.00740016,0.0,0.0,0.0,0.0
1076000,0.0038117,-0.00372351,0.000697582,0.0,0.0,0.0,0.0
1108000,0.00284218,-0.00117459,0.00108862,0.0,0.0,0.0,0.0
1136000,0.00473367,-0.00934109,0.00563963,0.0,0.0,0.0,0.0
1164000,0.0021091,0.00355315,-0.0104438,0.0,0.0,0.0,0.0
1196000,0.00324236,-0.00422682,0.00895544,0.0,0.0,0.0,0.0
1228000,0.00261275,0.00430295,-1.3063e-05,0.0,0.0,0.0,0.0
1260000,-0.00376819,-0.00961474,-0.0119252,0.0,0.0,0.0,0.0
1292000,0.00328319,-0.00571232,0.00182462,0.0,0.0,0.0,0.0
1324000,0.000618688,-0.00209593,0.00339488,0.0,0.0,0.0,0.0
1356000,-0.00155765,-0.000549054,0.0123289,0.0,0.0,0.0,0.0
1388000,-0.00300631,-0.00131263,0.00607753,0.0,0.0,0.0,0.0
1416000,0.00403965,0.00365144,0.00282284,0.0,0.0,0.0,0.0
1444000,-0.000924426,-0.00272713,-0.00558538,0.0,0.0,0.0,0.0
1476000,0.00482734,-0.00359812,-0.00926107,0.0,0.0,0.0,0.0
1504000,0.00275036,-0.00330858,0.00550581,0.0,0.0,0.0,0.0
1532000,0.00379397,5.4491e-05,0.00320413,0.0,0.0,0.0,0.0
1564000,0.00934555,-0.00088191,0.00180137,0.0,0.0,0.0,0.0
1596000,-0.0106418,-0.00533322,0.00401501,0.0,0.0,0.0,0.0
1624000,-0.000119782,0.00284784,0.00754351,0.0,0.0,0.0,0.0
1652000,0.000776208,0.00676188,0.00547822,0.0,0.0,0.0,0.0
1680000,0.00327684,-0.00515452,-0.00626687,0.0,0.0,0.0,0.0
1712000,0.00372259,0.0118344,-0.000350719,0.0,0.0,0.0,0.0
