timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
1224000,1224000,0.000941588,-0.00177146,-0.00301004,-0.0,0.0,0.0,0.0,-1.0
1324000,1324000,-0.000567388,0.00154634,-0.00363697,-0.0,0.0,0.0,0.0,-1.0
1424000,1424000,0.000456815,-0.00335732,-0.00194922,-0.0,0.0,0.0,0.0,-1.0
1520000,1520000,-0.00116216,0.00176545,-0.00255006,-0.0,0.0,0.0,0.0,-1.0
1616000,1616000,0.00096294,-0.000689986,-0.0043927,-0.0,0.0,0.0,0.0,-1.0
1716000,1716000,0.00365653,0.000237062,-0.00361662,-0.0,0.0,0.0,0.0,-1.0
1812000,1812000,-0.000155444,-0.0013487,-0.00346569,-0.0,0.0,0.0,0.0,-1.0
1908000,1908000,0.00391202,-0.00196097,-0.00416451,-0.0,0.0,0.0,0.0,-1.0
2004000,2004000,0.00109838,-0.00115983,-0.0044738,-0.0,0.0,0.0,0.0,-1.0
2104000,2104000,0.00416832,-0.000691858,-0.00269548,-0.0,0.0,0.0,0.0,-1.0
2200000,2200000,0.00246967,0.00120058,-0.004514,-0.0,0.0,0.0,0.0,-1.0
2300000,2300000,-0.000376966,-0.00155846,-0.00326961,-0.0,0.0,0.0,0.0,-1.0
2400000,2400000,-0.00152716,0.0014912,-0.00344558,-0.0,0.0,0.0,0.0,-1.0
2496000,2496000,0.00041758,0.00160796,-0.00341328,-0.0,0.0,0.0,0.0,-1.0
2592000,2592000,0.00345682,0.000435448,-0.00439611,-0.0,0.0,0.0,0.0,-1.0
2692000,2692000,0.00249953,-0.00160961,-0.00313185,-0.0,0.0,0.0,0.0,-1.0
2788000,2788000,-0.001942,-0.00226843,-0.00321578,-0.0,0.0,0.0,0.0,-1.0
2888000,2888000,0.00357075,0.0013938,-0.00519867,-0.0,0.0,0.0,0.0,-1.0
2984000,2984000,0.00216883,0.00162953,-0.00330376,-0.0,0.0,0.0,0.0,-1.0
3084000,3084000,0.00117654,-0.00462044,-0.00381907,-0.0,0.0,0.0,0.0,-1.0
3180000,3180000,0.00253168,-0.00243912,-0.00319919,-0.0,0.0,0.0,0.0,-1.0
3280000,3280000,0.00163356,0.000820028,-0.00285682,-0.0,0.0,0.0,0.0,-1.0
3380000,3380000,0.00209279,-0.00562295,-0.00393919,-0.0,0.0,0.0,0.0,-1.0
3480000,3480000,-0.000173787,-0.00344231,-0.00367958,-0.0,0.0,0.0,0.0,-1.0
3576000,3576000,-0.000489921,0.00141368,-0.00402237,-0.0,0.0,0.0,0.0,-1.0
3676000,3676000,0.000452479,-0.00960176,-0.00498915,-0.0,0.0,0.0,0.0,-1.0
3776000,3776000,-0.00165613,0.00149056,-0.00471344,-0.0,0.0,0.0,0.0,-1.0
3876000,3876000,-0.00216752,0.00217298,-0.00527662,-0.0,0.0,0.0,0.0,-1.0
3976000,3976000,0.00401899,-0.00334864,-0.00370438,-0.0,0.0,0.0,0.0,-1.0
4076000,4076000,0.00223791,0.00156384,-0.00505181,-0.0,0.0,0.0,0.0,-1.0
4176000,4176000,-0.00177291,-0.000297343,-0.00453106,-0.0,0.0,0.0,0.0,-1.0
4276000,4276000,0.00177734,-0.00579481,-0.00223267,-0.0,0.0,0.0,0.0,-1.0
4372000,4372000,-0.00320134,-0.000877706,-0.00224372,-0.0,0.0,0.0,0.0,-1.0
4472000,4472000,0.00030745,0.000804457,-0.00467211,-0.0,0.0,0.0,0.0,-1.0
4568000,4568000,-0.00301554,0.00218291,-0.00351973,-0.0,0.0,0.0,0.0,-1.0
4664000,4664000,0.00300285,-0.00333036,-0.00431644,-0.0,0.0,0.0,0.0,-1.0
4760000,4760000,0.00190583,0.000682172,-0.00180844,-0.0,0.0,0.0,0.0,-1.0
4860000,4860000,-0.00132853,-0.000547327,-0.00309048,-0.0,0.0,0.0,0.0,-1.0
4960000,4960000,0.000676625,-0.00196228,-0.00516991,-0.0,0.0,0.0,0.0,-1.0
5060000,5060000,0.00121359,-0.00250792,-0.00465407,-0.0,0.0,0.0,0.0,-1.0
5156000,5156000,-0.00219586,0.0026836,-0.00460235,-0.0,0.0,0.0,0.0,-1.0
5256000,5256000,-0.0011903,-0.00242513,-0.00186659,-0.0,0.0,0.0,0.0,-1.0
5356000,5356000,-0.00671349,0.00150412,-0.00364122,-0.0,0.0,0.0,0.0,-1.0
5452000,5452000,-0.000571896,-0.000673309,-0.00637716,-0.0,0.0,0.0,0.0,-1.0
5552000,5552000,-0.000816808,4.67845e-05,-0.00385554,-0.0,0.0,0.0,0.0,-1.0
5652000,5652000,0.00424493,0.003231,-0.00368209,-0.0,0.0,0.0,0.0,-1.0
5752000,5752000,-0.00522491,0.00270551,-0.00218125,-0.0,0.0,0.0,0.0,-1.0
5852000,5852000,0.00336687,7.68201e-05,-0.00352817,-0.0,0.0,0.0,0.0,-1.0
5952000,5952000,0.000578229,-0.00134053,-0.00403426,-0.0,0.0,0.0,0.0,-1.0
6052000,6052000,-0.000508948,-0.00443036,-0.00759241,-0.0,0.0,0.0,0.0,-1.0
6148000,6148000,-0.0023131,0.00337717,-0.00393661,-0.0,0.0,0.0,0.0,-1.0
6248000,6248000,-0.00256264,0.00341434,-0.00267831,-0.0,0.0,0.0,0.0,-1.0
6348000,6348000,0.000745318,0.0021489,-0.00423381,-0.0,0.0,0.0,0.0,-1.0
6448000,6448000,-0.00460141,-0.0004907,-0.00403852,-0.0,0.0,0.0,0.0,-1.0
6544000,6544000,0.000207958,-0.00123227,-0.00388729,-0.0,0.0,0.0,0.0,-1.0
6644000,6644000,0.00234257,0.000564157,-0.00472268,-0.0,0.0,0.0,0.0,-1.0
6740000,6740000,-0.00358998,0.000611935,-0.00375067,-0.0,0.0,0.0,0.0,-1.0
6836000,6836000,0.00313713,0.000821717,-0.00389839,-0.0,0.0,0.0,0.0,-1.0
6936000,6936000,-0.000912712,-0.00293272,-0.00417077,-0.0,0.0,0.0,0.0,-1.0
7036000,7036000,0.00101637,0.00199282,-0.00402412,-0.0,0.0,0.0,0.0,-1.0
7132000,7132000,0.000448828,-0.00130106,-0.00340327,-0.0,0.0,0.0,0.0,-1.0
7232000,7232000,-0.00104061,0.00273455,-0.00309029,-0.0,0.0,0.0,0.0,-1.0
7328000,7328000,0.000418206,-0.0053076,-0.00613886,-0.0,0.0,0.0,0.0,-1.0
7428000,7428000,-0.00199089,-0.00191642,-0.00496914,-0.0,0.0,0.0,0.0,-1.0
7528000,7528000,0.00135728,-0.000734671,-0.00263915,-0.0,0.0,0.0,0.0,-1.0
7628000,7628000,0.000418654,0.000412738,-0.00335806,-0.0,0.0,0.0,0.0,-1.0
7728000,7728000,0.00152766,-0.000429098,-0.00331811,-0.0,0.0,0.0,0.0,-1.0
7824000,7824000,0.00216293,-0.00172625,-0.00384427,-0.0,0.0,0.0,0.0,-1.0
7920000,7920000,-7.23801e-05,0.000842418,-0.00521804,-0.0,0.0,0.0,0.0,-1.0
8020000,8020000,0.00601381,0.00230558,-0.00306348,-0.0,0.0,0.0,0.0,-1.0
8120000,8120000,-0.00111653,-0.000174861,-0.0040646,-0.0,0.0,0.0,0.0,-1.0
8220000,8220000,0.00290708,0.00109653,-0.00387696,-0.0,0.0,0.0,0.0,-1.0
8316000,8316000,-0.00190109,-0.000190565,-0.00137602,-0.0,0.0,0.0,0.0,-1.0
8412000,8412000,0.000578935,0.0030587,-0.00284736,-0.0,0.0,0.0,0.0,-1.0
8512000,8512000,0.00152019,-0.000496859,-0.00441312,-0.0,0.0,0.0,0.0,-1.0
8608000,8608000,0.00252891,0.00417074,-0.00320206,-0.0,0.0,0.0,0.0,-1.0
8704000,8704000,0.00251114,-0.00318309,-0.00224251,-0.0,0.0,0.0,0.0,-1.0
8804000,8804000,0.00224305,-0.00117953,-0.00265229,-0.0,0.0,0.0,0.0,-1.0
8904000,8904000,0.000770857,0.00122743,-0.00319087,-0.0,0.0,0.0,0.0,-1.0
9000000,9000000,-0.00275787,0.00245392,-0.00349254,-0.0,0.0,0.0,0.0,-1.0
9100000,9100000,0.00173674,-0.00046821,-0.00384569,-0.0,0.0,0.0,0.0,-1.0
9200000,9200000,0.00346818,0.00299288,-0.00285232,-0.0,0.0,0.0,0.0,-1.0
9296000,9296000,-0.00327582,0.00258445,-0.00374591,-0.0,0.0,0.0,0.0,-1.0
9392000,9392000,0.00293122,-0.00167397,-0.00411602,-0.0,0.0,0.0,0.0,-1.0
