timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
142712000,inf,0,0,0,0,0
143712000,inf,0,0,0,0,0
144712000,inf,0,0,0,0,0
145712000,inf,0,0,0,0,0
146712000,inf,0,0,0,0,0
147712000,inf,0,0,0,0,0
148712000,inf,0,0,0,0,0
149712000,inf,0,0,0,0,0
150712000,inf,0,0,0,0,0
151712000,inf,0,0,0,0,0
152712000,inf,0,0,0,0,0
153712000,inf,0,0,0,0,0
154712000,inf,0,0,0,0,0
155712000,inf,0,0,0,0,0
156712000,inf,0,0,0,0,0
157712000,inf,0,0,0,0,0
158712000,inf,0,0,0,0,0
159712000,inf,0,0,0,0,0
160712000,inf,0,0,0,0,0
161712000,inf,0,0,0,0,0
162712000,inf,0,0,0,0,0
163712000,inf,0,0,0,0,0
164712000,inf,0,0,0,0,0
165712000,inf,0,0,0,0,0
166712000,inf,0,0,0,0,0
167712000,inf,0,0,0,0,0
168712000,inf,0,0,0,0,0
169712000,inf,0,0,0,0,0
170712000,inf,0,0,0,0,0
171712000,inf,0,0,0,0,0
172712000,inf,0,0,0,0,0
173712000,inf,0,0,0,0,0
174192000,inf,0,0,0,0,1
175192000,inf,0,0,0,0,1
176192000,inf,0,0,0,0,1
177192000,inf,0,0,0,0,1
178192000,inf,0,0,0,0,1
179192000,inf,0,0,0,0,1
180192000,inf,0,0,0,0,1
181192000,inf,0,0,0,0,1
181832000,inf,0,0,0,0,0
182832000,inf,0,0,0,0,0
183832000,inf,0,0,0,0,0
184832000,inf,0,0,0,0,0
185832000,inf,0,0,0,0,0
186832000,inf,0,0,0,0,0
187832000,inf,0,0,0,0,0
188832000,inf,0,0,0,0,0
189832000,inf,0,0,0,0,0
190832000,inf,0,0,0,0,0
191832000,inf,0,0,0,0,0
192392000,inf,0,0,0,0,1
193392000,inf,0,0,0,0,1
194392000,inf,0,0,0,0,1
195392000,inf,0,0,0,0,1
196392000,inf,0,0,0,0,1
197392000,inf,0,0,0,0,1
198392000,inf,0,0,0,0,1
199392000,inf,0,0,0,0,1
200392000,inf,0,0,0,0,1
201392000,inf,0,0,0,0,1
202392000,inf,0,0,0,0,1
203392000,inf,0,0,0,0,1
204392000,inf,0,0,0,0,1
205392000,inf,0,0,0,0,1
206392000,inf,0,0,0,0,1
207392000,inf,0,0,0,0,1
208392000,inf,0,0,0,0,1
209392000,inf,0,0,0,0,1
210392000,inf,0,0,0,0,1
211392000,inf,0,0,0,0,1
211992000,inf,0,0,0,0,0
212992000,inf,0,0,0,0,0
213992000,inf,0,0,0,0,0
214992000,inf,0,0,0,0,0
215992000,inf,0,0,0,0,0
216992000,inf,0,0,0,0,0
217992000,inf,0,0,0,0,0
218992000,inf,0,0,0,0,0
219992000,inf,0,0,0,0,0
220992000,inf,0,0,0,0,0
221992000,inf,0,0,0,0,0
222992000,inf,0,0,0,0,0
223992000,inf,0,0,0,0,0
224992000,inf,0,0,0,0,0
225992000,inf,0,0,0,0,0
226992000,inf,0,0,0,0,0
227992000,inf,0,0,0,0,0
228992000,inf,0,0,0,0,0
229992000,inf,0,0,0,0,0
230992000,inf,0,0,0,0,0
231992000,inf,0,0,0,0,0
232992000,inf,0,0,0,0,0
233992000,inf,0,0,0,0,0
234992000,inf,0,0,0,0,0
235992000,inf,0,0,0,0,0
236992000,inf,0,0,0,0,0
237992000,inf,0,0,0,0,0
238992000,inf,0,0,0,0,0
239992000,inf,0,0,0,0,0
240992000,inf,0,0,0,0,0
241992000,inf,0,0,0,0,0
242992000,inf,0,0,0,0,0
243552000,inf,0,0,0,0,1
244552000,inf,0,0,0,0,1
245552000,inf,0,0,0,0,1
246552000,inf,0,0,0,0,1
247552000,inf,0,0,0,0,1
248552000,inf,0,0,0,0,1
249552000,inf,0,0,0,0,1
250552000,inf,0,0,0,0,1
251552000,inf,0,0,0,0,1
252552000,inf,0,0,0,0,1
253552000,inf,0,0,0,0,1
254552000,inf,0,0,0,0,1
255552000,inf,0,0,0,0,1
256552000,inf,0,0,0,0,1
257552000,inf,0,0,0,0,1
258552000,inf,0,0,0,0,1
259552000,inf,0,0,0,0,1
260552000,inf,0,0,0,0,1
261552000,inf,0,0,0,0,1
262552000,inf,0,0,0,0,1
263552000,inf,0,0,0,0,1
264552000,inf,0,0,0,0,1
265552000,inf,0,0,0,0,1
266552000,inf,0,0,0,0,1
267552000,inf,0,0,0,0,1
268552000,inf,0,0,0,0,1
269552000,inf,0,0,0,0,1
270152000,inf,0,0,0,0,0
271152000,inf,0,0,0,0,0
272152000,inf,0,0,0,0,0
273152000,inf,0,0,0,0,0
274152000,inf,0,0,0,0,0
275152000,inf,0,0,0,0,0
276152000,inf,0,0,0,0,0
277152000,inf,0,0,0,0,0
278152000,inf,0,0,0,0,0
279152000,inf,0,0,0,0,0
280152000,inf,0,0,0,0,0
281152000,inf,0,0,0,0,0
282152000,inf,0,0,0,0,0
283152000,inf,0,0,0,0,0
284152000,inf,0,0,0,0,0
285152000,inf,0,0,0,0,0
286152000,inf,0,0,0,0,0
287152000,inf,0,0,0,0,0
288152000,inf,0,0,0,0,0
289152000,inf,0,0,0,0,0
290152000,inf,0,0,0,0,0
291152000,inf,0,0,0,0,0
292152000,inf,0,0,0,0,0
293152000,inf,0,0,0,0,0
294152000,inf,0,0,0,0,0
295152000,inf,0,0,0,0,0
296152000,inf,0,0,0,0,0
297152000,inf,0,0,0,0,0
298152000,inf,0,0,0,0,0
299152000,inf,0,0,0,0,0
300152000,inf,0,0,0,0,0
301152000,inf,0,0,0,0,0
302152000,inf,0,0,0,0,0
303152000,inf,0,0,0,0,0
304152000,inf,0,0,0,0,0
305152000,inf,0,0,0,0,0
306152000,inf,0,0,0,0,0
307152000,inf,0,0,0,0,0
308152000,inf,0,0,0,0,0
309152000,inf,0,0,0,0,0
310152000,inf,0,0,0,0,0
311152000,inf,0,0,0,0,0
312152000,inf,0,0,0,0,0
313152000,inf,0,0,0,0,0
314152000,inf,0,0,0,0,0
315152000,inf,0,0,0,0,0
316152000,inf,0,0,0,0,0
317152000,inf,0,0,0,0,0
318152000,inf,0,0,0,0,0
319152000,inf,0,0,0,0,0
320152000,inf,0,0,0,0,0
321152000,inf,0,0,0,0,0
322152000,inf,0,0,0,0,0
323152000,inf,0,0,0,0,0
324152000,inf,0,0,0,0,0
325152000,inf,0,0,0,0,0
326152000,inf,0,0,0,0,0
327152000,inf,0,0,0,0,0
328152000,inf,0,0,0,0,0
329152000,inf,0,0,0,0,0
329952000,inf,0,0,0,0,1
330332000,inf,0,0,0,0,0
331332000,inf,0,0,0,0,0
332332000,inf,0,0,0,0,0
333332000,inf,0,0,0,0,0
334332000,inf,0,0,0,0,0
335332000,inf,0,0,0,0,0
335752000,inf,0,0,0,0,1
336752000,inf,0,0,0,0,1
337752000,inf,0,0,0,0,1
338752000,inf,0,0,0,0,1
339752000,inf,0,0,0,0,1
340752000,inf,0,0,0,0,1
341752000,inf,0,0,0,0,1
342752000,inf,0,0,0,0,1
343752000,inf,0,0,0,0,1
344752000,inf,0,0,0,0,1
345752000,inf,0,0,0,0,1
346752000,inf,0,0,0,0,1
347752000,inf,0,0,0,0,1
348752000,inf,0,0,0,0,1
349752000,inf,0,0,0,0,1
350752000,inf,0,0,0,0,1
351752000,inf,0,0,0,0,1
352752000,inf,0,0,0,0,1
353752000,inf,0,0,0,0,1
354752000,inf,0,0,0,0,1
355752000,inf,0,0,0,0,1
356752000,inf,0,0,0,0,1
357752000,inf,0,0,0,0,1
358752000,inf,0,0,0,0,1
359212000,inf,0,0,0,0,0
360212000,inf,0,0,0,0,0
361212000,inf,0,0,0,0,0
362212000,inf,0,0,0,0,0
363212000,inf,0,0,0,0,0
364212000,inf,0,0,0,0,0
365212000,inf,0,0,0,0,0
366212000,inf,0,0,0,0,0
367212000,inf,0,0,0,0,0
368212000,inf,0,0,0,0,0
369212000,inf,0,0,0,0,0
370212000,inf,0,0,0,0,0
371212000,inf,0,0,0,0,0
372212000,inf,0,0,0,0,0
373212000,inf,0,0,0,0,0
374212000,inf,0,0,0,0,0
375212000,inf,0,0,0,0,0
376212000,inf,0,0,0,0,0
377212000,inf,0,0,0,0,0
378212000,inf,0,0,0,0,0
379212000,inf,0,0,0,0,0
380212000,inf,0,0,0,0,0
381212000,inf,0,0,0,0,0
382212000,inf,0,0,0,0,0
383212000,inf,0,0,0,0,0
384212000,inf,0,0,0,0,0
385212000,inf,0,0,0,0,0
386212000,inf,0,0,0,0,0
387212000,inf,0,0,0,0,0
388212000,inf,0,0,0,0,0
389212000,inf,0,0,0,0,0
390212000,inf,0,0,0,0,0
391212000,inf,0,0,0,0,0
392212000,inf,0,0,0,0,0
393212000,inf,0,0,0,0,0
394212000,inf,0,0,0,0,0
394952000,inf,0,0,0,0,1
395952000,inf,0,0,0,0,1
396952000,inf,0,0,0,0,1
397952000,inf,0,0,0,0,1
398952000,inf,0,0,0,0,1
399952000,inf,0,0,0,0,1
400952000,inf,0,0,0,0,1
401952000,inf,0,0,0,0,1
402952000,inf,0,0,0,0,1
402972000,inf,0,0,0,0,0
403972000,inf,0,0,0,0,0
404972000,inf,0,0,0,0,0
405972000,inf,0,0,0,0,0
406972000,inf,0,0,0,0,0
407972000,inf,0,0,0,0,0
408972000,inf,0,0,0,0,0
409972000,inf,0,0,0,0,0
410972000,inf,0,0,0,0,0
411972000,inf,0,0,0,0,0
412972000,inf,0,0,0,0,0
413632000,inf,0,0,0,0,1
414632000,inf,0,0,0,0,1
415632000,inf,0,0,0,0,1
416632000,inf,0,0,0,0,1
417632000,inf,0,0,0,0,1
418632000,inf,0,0,0,0,1
419632000,inf,0,0,0,0,1
420632000,inf,0,0,0,0,1
421632000,inf,0,0,0,0,1
422632000,inf,0,0,0,0,1
423632000,inf,0,0,0,0,1
424632000,inf,0,0,0,0,1
425632000,inf,0,0,0,0,1
426632000,inf,0,0,0,0,1
427632000,inf,0,0,0,0,1
428632000,inf,0,0,0,0,1
429632000,inf,0,0,0,0,1
430632000,inf,0,0,0,0,1
431632000,inf,0,0,0,0,1
432472000,inf,0,0,0,0,0
433472000,inf,0,0,0,0,0
434472000,inf,0,0,0,0,0
435472000,inf,0,0,0,0,0
436472000,inf,0,0,0,0,0
437472000,inf,0,0,0,0,0
438472000,inf,0,0,0,0,0
439472000,inf,0,0,0,0,0
440472000,inf,0,0,0,0,0
440872000,inf,0,0,0,0,1
441872000,inf,0,0,0,0,1
442872000,inf,0,0,0,0,1
443872000,inf,0,0,0,0,1
444872000,inf,0,0,0,0,1
445872000,inf,0,0,0,0,1
446872000,inf,0,0,0,0,1
447872000,inf,0,0,0,0,1
448872000,inf,0,0,0,0,1
449872000,inf,0,0,0,0,1
450872000,inf,0,0,0,0,1
451872000,inf,0,0,0,0,1
452872000,inf,0,0,0,0,1
453872000,inf,0,0,0,0,1
454872000,inf,0,0,0,0,1
455872000,inf,0,0,0,0,1
456872000,inf,0,0,0,0,1
457872000,inf,0,0,0,0,1
458872000,inf,0,0,0,0,1
459872000,inf,0,0,0,0,1
460872000,inf,0,0,0,0,1
461872000,inf,0,0,0,0,1
462872000,inf,0,0,0,0,1
463872000,inf,0,0,0,0,1
464872000,inf,0,0,0,0,1
465872000,inf,0,0,0,0,1
466872000,inf,0,0,0,0,1
467872000,inf,0,0,0,0,1
468872000,inf,0,0,0,0,1
469872000,inf,0,0,0,0,1
470872000,inf,0,0,0,0,1
471872000,inf,0,0,0,0,1
472872000,inf,0,0,0,0,1
473872000,inf,0,0,0,0,1
474872000,inf,0,0,0,0,1
475872000,inf,0,0,0,0,1
476872000,inf,0,0,0,0,1
477872000,inf,0,0,0,0,1
478872000,inf,0,0,0,0,1
479872000,inf,0,0,0,0,1
480872000,inf,0,0,0,0,1
481872000,inf,0,0,0,0,1
482872000,inf,0,0,0,0,1
483872000,inf,0,0,0,0,1
484872000,inf,0,0,0,0,1
485872000,inf,0,0,0,0,1
486872000,inf,0,0,0,0,1
487632000,inf,0,0,1,0,1
487912000,inf,0,0,0,1,1
488232000,inf,1,0,0,0,1
488252000,inf,1,0,0,0,0
489252000,inf,1,0,0,0,0
