timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
1332000,0,0.0,0.0,-8.57475e-05,0.00044341,0.0402213,1.20923e-06,-9.17782e-07,0.0,-0.00123986,0.0031539,-0.00247843,0.0281223,0.000302308,-0.000229445,0.0,0.0278191,0.00472119,0.0225808,0.00893711,0.0,0.1,0.00247843,0.272493,0.442884,0.889407,0.726364,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1428000,0,0.0,0.0,-0.000158002,0.000669994,0.0427797,1.20923e-06,-9.17782e-07,0.0,6.92051e-05,0.00133216,-0.00139338,0.0292295,0.000302308,-0.000229445,0.0,-0.00584528,0.000214167,0.012232,0.00890369,0.0,0.104384,0.00139338,0.259632,0.433172,0.717879,0.713181,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1524000,0,0.0,0.0,-0.000106633,0.000701662,0.0454828,1.20923e-06,-9.17782e-07,0.0,0.000892803,0.000631084,-0.00169501,0.0288643,0.000302308,-0.000229445,0.0,0.0658032,0.00771139,0.0076713,0.00884308,0.0,0.1,0.00169501,0.24821,0.430355,0.598478,0.696771,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1620000,0,0.0,0.0,4.48506e-05,0.000650751,0.0446201,1.20923e-06,-9.17782e-07,0.0,0.00296277,-0.000699953,-0.00365224,0.0231733,0.000302308,-0.000229445,0.0,0.0196103,-0.0345165,0.0303173,0.00873627,0.0,0.1,0.00365224,0.22572,0.422001,0.493628,0.671151,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1716000,0,0.0,0.0,0.000447625,0.000414699,0.0417551,1.20923e-06,-9.17782e-07,0.0,0.00391205,-0.00052268,-0.00651464,0.0152303,0.000302308,-0.000229445,0.0,-0.00203624,0.0206829,-0.00685267,0.00862113,0.0,0.1,0.00651464,0.21853,0.425468,0.436542,0.648901,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1812000,0,0.0,0.0,0.00086572,0.000202726,0.0388859,1.20923e-06,-9.17782e-07,0.0,0.00495516,-0.000652614,-0.00943179,0.00834727,0.000302308,-0.000229445,0.0,0.0648652,0.00217077,-0.0340296,0.0085417,0.0,0.1,0.00943179,0.212233,0.429651,0.395712,0.625168,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1908000,0,0.0,0.0,0.00130333,1.92066e-05,0.0365582,1.20923e-06,-9.17782e-07,0.0,0.00473136,-0.000840188,-0.0122086,0.00288369,0.000302308,-0.000229445,0.0,0.000751303,-0.0250469,0.0287378,0.00841355,0.0,0.1,0.0122086,0.198528,0.423831,0.357428,0.592999,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2004000,0,0.0,0.0,0.00181119,-0.000213665,0.0331014,1.20923e-06,-9.17782e-07,0.0,0.00607137,-0.00126996,-0.0158514,-0.00401939,0.000302308,-0.000229445,0.0,0.00224055,0.0456763,-0.0863299,0.0080912,0.0,0.1,0.0158514,0.194749,0.427136,0.340333,0.568394,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2100000,0,0.0,0.0,0.00229528,-0.000392972,0.02916,1.20923e-06,-9.17782e-07,0.0,0.00554259,-0.001306,-0.017583,-0.00898195,0.000302308,-0.000229445,0.0,-0.0222404,-0.0189435,0.0123354,0.00785253,0.0,0.1,0.017583,0.185098,0.420018,0.323355,0.536988,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2196000,0,0.0,0.0,0.00262873,-0.000529428,0.0253399,1.20923e-06,-9.17782e-07,0.0,0.00602402,-0.00139417,-0.0206902,-0.0144669,0.000302308,-0.000229445,0.0,0.0141059,0.00671542,0.0346117,0.0077133,0.0,0.1,0.0206902,0.183337,0.421621,0.319781,0.514326,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
