timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
2876000,0.0,-0.0,0.00695948,0.0,0.999994,0.0,0.0,0.00347973,0.0,0.0,-0.08,1,0,0,0,0,0
2972000,0.0,-0.0,0.00687841,0.0,0.999994,0.0,0.0,0.0034392,0.0,0.0,-0.08,1,0,0,0,0,0
3072000,0.0,-0.0,0.00710768,0.0,0.999994,0.0,0.0,0.00355383,0.0,0.0,-0.08,1,0,0,0,0,0
3168000,0.0,-0.0,0.00700265,0.0,0.999994,0.0,0.0,0.00350132,0.0,0.0,-0.08,1,0,0,0,0,0
3268000,0.0,-0.0,0.00688348,0.0,0.999994,0.0,0.0,0.00344173,0.0,0.0,-0.08,1,0,0,0,0,0
3364000,0.0,-0.0,0.00663291,0.0,0.999995,0.0,0.0,0.00331645,0.0,0.0,-0.08,1,0,0,0,0,0
3456000,0.0,-0.0,0.00670899,0.0,0.999994,0.0,0.0,0.00335449,0.0,0.0,-0.08,1,0,0,0,0,0
3556000,0.0,-0.0,0.00685356,0.0,0.999994,0.0,0.0,0.00342677,0.0,0.0,-0.08,1,0,0,0,0,0
3656000,0.0,-0.0,0.00714584,0.0,0.999994,0.0,0.0,0.00357291,0.0,0.0,-0.08,1,0,0,0,0,0
3748000,0.0,-0.0,0.00739301,0.0,0.999993,0.0,0.0,0.0036965,0.0,0.0,-0.08,1,0,0,0,0,0
3844000,0.0,-0.0,0.00727906,0.0,0.999993,0.0,0.0,0.00363952,0.0,0.0,-0.08,1,0,0,0,0,0
3944000,0.0,-0.0,0.00729782,0.0,0.999993,0.0,0.0,0.0036489,0.0,0.0,-0.08,1,0,0,0,0,0
4044000,0.0,-0.0,0.0072144,0.0,0.999994,0.0,0.0,0.00360719,0.0,0.0,-0.08,1,0,0,0,0,0
4140000,0.0,-0.0,0.00708467,0.0,0.999994,0.0,0.0,0.00354233,0.0,0.0,-0.08,1,0,0,0,0,0
4236000,0.0,-0.0,0.00673543,0.0,0.999994,0.0,0.0,0.00336771,0.0,0.0,-0.08,1,0,0,0,0,0
4332000,0.0,-0.0,0.00641962,0.0,0.999995,0.0,0.0,0.0032098,0.0,0.0,-0.08,1,0,0,0,0,0
4428000,0.0,-0.0,0.00626332,0.0,0.999995,0.0,0.0,0.00313165,0.0,0.0,-0.08,1,0,0,0,0,0
4528000,0.0,-0.0,0.00626767,0.0,0.999995,0.0,0.0,0.00313383,0.0,0.0,-0.08,1,0,0,0,0,0
4620000,0.0,-0.0,0.00633453,0.0,0.999995,0.0,0.0,0.00316726,0.0,0.0,-0.08,1,0,0,0,0,0
