timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
72000,2.59872e-05,0.00457214,0.00576468,0.0,0.0,0.0,0.0
104000,0.00154027,0.00161117,-0.00429875,0.0,0.0,0.0,0.0
132000,-0.00218347,0.00192475,-0.00235566,0.0,0.0,0.0,0.0
160000,0.00342177,0.00501166,-0.00818232,0.0,0.0,0.0,0.0
188000,0.00459386,0.00769576,-0.00218041,0.0,0.0,0.0,0.0
216000,-0.00701379,0.00369063,0.00569172,0.0,0.0,0.0,0.0
244000,0.00351368,0.00140463,-0.00191232,0.0,0.0,0.0,0.0
276000,0.00117166,-0.00346394,0.00495584,0.0,0.0,0.0,0.0
308000,-0.00467527,0.00413157,-0.000546027,0.0,0.0,0.0,0.0
340000,0.00255826,0.00423034,-0.0001917,0.0,0.0,0.0,0.0
368000,1.37254e-06,0.00424786,-0.0062605,0.0,0.0,0.0,0.0
400000,0.00347516,0.00139839,-0.00512912,0.0,0.0,0.0,0.0
428000,0.00169825,-0.000650331,0.00255869,0.0,0.0,0.0,0.0
460000,0.00413868,0.00431087,0.00611482,0.0,0.0,0.0,0.0
492000,-0.00288937,0.00120613,-0.0054158,0.0,0.0,0.0,0.0
520000,-0.000540576,0.000586391,-0.00377064,0.0,0.0,0.0,0.0
548000,-0.00346903,-0.00785626,-0.00304349,0.0,0.0,0.0,0.0
576000,-0.00107666,0.00713147,-0.00145881,0.0,0.0,0.0,0.0
604000,-0.00232374,-0.00152144,-0.00322973,0.0,0.0,0.0,0.0
636000,0.00265486,0.00386585,0.000801568,0.0,0.0,0.0,0.0
664000,-0.000163725,0.00560558,0.00852059,0.0,0.0,0.0,0.0
692000,0.00260165,-0.000585517,-0.00459388,0.0,0.0,0.0,0.0
724000,-0.00565163,-0.00938662,0.00543664,0.0,0.0,0.0,0.0
752000,-0.000691854,0.00951876,0.00186205,0.0,0.0,0.0,0.0
780000,-0.00490795,-0.00932065,-0.00457157,0.0,0.0,0.0,0.0
808000,0.00882854,0.0015249,0.0028844,0.0,0.0,0.0,0.0
840000,6.90008e-05,0.00112434,-0.011128,0.0,0.0,0.0,0.0
868000,0.00160503,0.00669322,0.00273927,0.0,0.0,0.0,0.0
900000,0.00548457,0.00618415,0.00123616,0.0,0.0,0.0,0.0
932000,-0.00287125,-0.0134874,0.00128896,0.0,0.0,0.0,0.0
960000,-0.0060477,-8.91998e-05,-0.00249303,0.0,0.0,0.0,0.0
988000,0.00431457,0.00406276,-0.00111937,0.0,0.0,0.0,0.0
1020000,0.00627371,0.00545572,-0.00504755,0.0,0.0,0.0,0.0
1052000,-0.00516404,-0.000273941,0.000290176,0.0,0.0,0.0,0.0
1084000,0.00351279,-0.00592988,0.00610741,0.0,0.0,0.0,0.0
1112000,0.00280741,-0.00423174,-0.00891311,0.0,0.0,0.0,0.0
1144000,-0.000450652,0.00721517,0.00455796,0.0,0.0,0.0,0.0
1176000,0.00333838,0.00439752,-0.00425627,0.0,0.0,0.0,0.0
1204000,-0.00638531,0.00235887,-0.00389695,0.0,0.0,0.0,0.0
1236000,-0.00224152,0.00345518,0.000820741,0.0,0.0,0.0,0.0
1264000,-0.00649335,-0.0113794,-0.00432672,0.0,0.0,0.0,0.0
1292000,0.00792717,0.00330291,0.00253132,0.0,0.0,0.0,0.0
1320000,0.00501917,-0.00150415,0.000683691,0.0,0.0,0.0,0.0
1352000,0.00557706,0.00216183,0.00490611,0.0,0.0,0.0,0.0
1384000,-0.000765339,0.00856089,-0.00753992,0.0,0.0,0.0,0.0
1416000,-0.00563303,0.000534155,-0.00222125,0.0,0.0,0.0,0.0
1444000,0.000736711,-0.00386278,-0.0078628,0.0,0.0,0.0,0.0
1472000,0.00383592,0.00133882,-0.00249395,0.0,0.0,0.0,0.0
1500000,0.00152418,0.00418051,0.000147084,0.0,0.0,0.0,0.0
1532000,-0.00329925,0.00286652,0.00250851,0.0,0.0,0.0,0.0
1560000,0.00379569,-0.00540663,-0.000681933,0.0,0.0,0.0,0.0
1592000,-0.00742945,-0.00076422,0.00366002,0.0,0.0,0.0,0.0
1624000,-0.000275912,-0.00030757,-0.00129471,0.0,0.0,0.0,0.0
1652000,-0.000859596,0.00574541,0.0054626,0.0,0.0,0.0,0.0
1680000,-0.0102144,0.000118094,0.00483574,0.0,0.0,0.0,0.0
1712000,-0.000496533,0.00763209,0.00157412,0.0,0.0,0.0,0.0
1744000,0.00191333,-0.00340789,-0.000204091,0.0,0.0,0.0,0.0
1776000,0.00238112,0.00504862,0.00551182,0.0,0.0,0.0,0.0
1808000,-0.00284333,0.00378474,0.00209644,0.0,0.0,0.0,0.0
