timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
4708000,0.0,0.0,0.0,0.00100845,-0.0012907,-0.127899,0.0,0.0,0.0,-0.00474215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265069,0.265069,4.13236,0.0,0.0,0.0,0.0908136,0.0,0.0,0.0,0.0,0.0,0.000284678,0.00248826,0.00171972,0.0,0.0,0.0,0.0,0.0,0.0
4900000,0.0,0.0,0.0,0.000586991,-0.00110825,0.0809021,0.0,0.0,0.0,0.000986134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264888,0.264888,4.13218,0.0,0.0,0.0,0.0908124,0.0,0.0,0.0,0.0,0.0,0.000342681,0.0016028,0.00106909,0.0,0.0,0.0,0.0,0.0,0.0
5092000,0.0,0.0,0.0,3.25033e-05,-0.000701163,-0.115753,0.0,0.0,0.0,0.000576473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264472,0.264472,4.13051,0.0,0.0,0.0,0.0908096,0.0,0.0,0.0,0.0,0.0,0.000371041,0.00113522,0.00241872,0.0,0.0,0.0,0.0,0.0,0.0
5284000,0.0,0.0,0.0,-0.000847046,-0.000436149,-0.0527344,0.0,0.0,0.0,-0.00465646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264328,0.264328,4.12993,0.0,0.0,0.0,0.0908094,0.0,0.0,0.0,0.0,0.0,0.000393242,0.00140406,0.00114504,0.0,0.0,0.0,0.0,0.0,0.0
5476000,0.0,0.0,0.0,-0.00185795,-0.000133819,0.00946045,0.0,0.0,0.0,-0.000456922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264238,0.264238,4.1294,0.0,0.0,0.0,0.0908102,0.0,0.0,0.0,0.0,0.0,0.000584092,0.00201767,0.00283407,0.0,0.0,0.0,0.0,0.0,0.0
5668000,0.0,0.0,0.0,-0.00286078,1.03654e-05,-0.218964,0.0,0.0,0.0,-0.00466906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264118,0.264118,4.1285,0.0,0.0,0.0,0.0908109,0.0,0.0,0.0,0.0,0.0,0.000440287,0.00845969,0.0111037,0.0,0.0,0.0,0.0,0.0,0.0
5860000,0.0,0.0,0.0,-0.00340477,7.86195e-05,-0.0157471,0.0,0.0,0.0,-0.00341476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263969,0.263969,4.12721,0.0,0.0,0.0,0.0908108,0.0,0.0,0.0,0.0,0.0,0.000357755,0.00361959,0.00404826,0.0,0.0,0.0,0.0,0.0,0.0
6052000,0.0,0.0,0.0,-0.00382764,0.000251462,0.0464478,0.0,0.0,0.0,0.00249441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263881,0.263881,4.12593,0.0,0.0,0.0,0.0908112,0.0,0.0,0.0,0.0,0.0,0.000369694,0.00804331,0.0116353,0.0,0.0,0.0,0.0,0.0,0.0
6252000,0.0,0.0,0.0,-0.0039704,0.000490245,0.154907,0.0,0.0,0.0,-0.000710002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263791,0.263791,4.12446,0.0,0.0,0.0,0.0908111,0.0,0.0,0.0,0.0,0.0,0.000361932,0.0114056,0.0183879,0.0,0.0,0.0,0.0,0.0,0.0
6444000,0.0,0.0,0.0,-0.0035834,0.000829891,0.0164795,0.0,0.0,0.0,-0.00184028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263437,0.263437,4.12156,0.0,0.0,0.0,0.0908079,0.0,0.0,0.0,0.0,0.0,0.000417167,0.00876992,0.0153543,0.0,0.0,0.0,0.0,0.0,0.0
6636000,0.0,0.0,0.0,-0.00309243,0.000968354,0.0276794,0.0,0.0,0.0,-0.00123259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263329,0.263329,4.11982,0.0,0.0,0.0,0.0908068,0.0,0.0,0.0,0.0,0.0,0.00037592,0.00434533,0.00768809,0.0,0.0,0.0,0.0,0.0,0.0
6828000,0.0,0.0,0.0,-0.00282023,0.00133025,0.081665,0.0,0.0,0.0,-0.00501038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263179,0.263179,4.11796,0.0,0.0,0.0,0.0908048,0.0,0.0,0.0,0.0,0.0,0.000313188,0.00327171,0.00544592,0.0,0.0,0.0,0.0,0.0,0.0
7020000,0.0,0.0,0.0,-0.00235625,0.00204241,-0.0153809,0.0,0.0,0.0,-0.00222064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26306,0.26306,4.11609,0.0,0.0,0.0,0.0908026,0.0,0.0,0.0,0.0,0.0,0.000285637,0.00285556,0.00447258,0.0,0.0,0.0,0.0,0.0,0.0
7212000,0.0,0.0,0.0,-0.0012696,0.00251058,0.0609436,0.0,0.0,0.0,0.00145409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262707,0.262707,4.11311,0.0,0.0,0.0,0.0907974,0.0,0.0,0.0,0.0,0.0,0.000246818,0.00259245,0.00391831,0.0,0.0,0.0,0.0,0.0,0.0
7412000,0.0,0.0,0.0,3.97019e-05,0.00276607,-0.0688477,0.0,0.0,0.0,0.00508357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262587,0.262587,4.11124,0.0,0.0,0.0,0.0907941,0.0,0.0,0.0,0.0,0.0,0.000219957,0.00199376,0.00209185,0.0,0.0,0.0,0.0,0.0,0.0
7604000,0.0,0.0,0.0,0.000984496,0.00297356,-0.00445557,0.0,0.0,0.0,0.00058691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262447,0.262447,4.10934,0.0,0.0,0.0,0.0907903,0.0,0.0,0.0,0.0,0.0,0.000240636,0.00225099,0.00252792,0.0,0.0,0.0,0.0,0.0,0.0
7796000,0.0,0.0,0.0,0.00152091,0.00306553,-0.0724182,0.0,0.0,0.0,-1.20969e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262266,0.262266,4.10742,0.0,0.0,0.0,0.0907859,0.0,0.0,0.0,0.0,0.0,0.00021908,0.00321667,0.00491828,0.0,0.0,0.0,0.0,0.0,0.0
