timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
18316000,-0.00322717,0.018493,-0.0864177,0.00823861,0.0,-0.00108178,-0.00519605,0.312,0.0,0.0,0.0,0.0,0.0,0.0,-0.00258002,-0.00582736,-0.294419
18412000,-0.00337253,0.0179914,-0.160498,0.00823861,0.0,-0.00108002,-0.00548621,0.189333,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020692,-0.00610568,-0.363642
18504000,-0.00345451,0.0176103,-0.25739,0.00823861,0.0,0.00025617,-0.00326928,0.0717778,0.0,0.0,0.0,0.0,0.0,0.0,-0.00170672,-0.00625607,-0.430667
18596000,-0.00342269,0.0174032,-0.373478,0.00823861,0.0,0.000879066,-0.00371904,-0.0457778,0.0,0.0,0.0,0.0,0.0,0.0,-0.00165064,-0.00605144,-0.501044
18692000,-0.00339379,0.0171172,-0.508348,0.00823861,0.0,0.00104142,-0.00376276,-0.168444,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010894,-0.00537475,-0.552147
18784000,-0.00336786,0.0168649,-0.644356,0.00823861,0.0,0.00164742,-0.00346302,-0.286,0.0,0.0,0.0,0.0,0.0,0.0,-0.000291589,-0.00305197,-0.556121
18876000,-0.00334196,0.0166126,-0.782054,0.00823861,0.0,0.00232294,-0.00228647,-0.403556,0.0,0.0,0.0,0.0,0.0,0.0,3.25217e-05,-0.000147617,-0.552815
18972000,-0.00331492,0.0163493,-0.926032,0.00823861,0.0,0.00310681,-0.000741708,-0.526222,0.0,0.0,0.0,0.0,0.0,0.0,0.000296204,0.000704281,-0.559468
19064000,-0.00328904,0.0160971,-1.06401,0.00823861,0.0,0.00388631,0.00144227,-0.643778,0.0,0.0,0.0,0.0,0.0,0.0,0.000914264,0.00230243,-0.555669
19156000,-0.00326318,0.0158449,-1.20199,0.00823861,0.0,0.00482606,0.0035115,-0.761333,0.0,0.0,0.0,0.0,0.0,0.0,0.00102137,0.00264949,-0.555494
19252000,-0.00323621,0.015582,-1.34597,0.00823861,0.0,0.00552439,0.00565225,-0.884,0.0,0.0,0.0,0.0,0.0,0.0,0.00111171,0.00288871,-0.560985
19344000,-0.00321039,0.01533,-1.48396,0.00823861,0.0,0.00591913,0.00812903,-1.00156,0.0,0.0,0.0,0.0,0.0,0.0,0.00120435,0.00252969,-0.557992
19436000,-0.00318459,0.0150782,-1.62194,0.00823861,0.0,0.00616058,0.0105693,-1.11911,0.0,0.0,0.0,0.0,0.0,0.0,0.00119516,0.00258396,-0.556056
19532000,-0.0031577,0.0148156,-1.76593,0.00823861,0.0,0.00625917,0.0126002,-1.24178,0.0,0.0,0.0,0.0,0.0,0.0,0.000641553,0.00260676,-0.562001
19624000,-0.00313194,0.0145639,-1.90391,0.00823861,0.0,0.00617898,0.0145006,-1.35933,0.0,0.0,0.0,0.0,0.0,0.0,4.12905e-05,0.00238404,-0.559904
19716000,-0.00310621,0.0143124,-2.0419,0.00823861,0.0,0.00591592,0.0161581,-1.47689,0.0,0.0,0.0,0.0,0.0,0.0,-0.000265605,0.00216353,-0.55853
19812000,-0.00307938,0.0140501,-2.18589,0.00823861,0.0,0.00556827,0.0176374,-1.59956,0.0,0.0,0.0,0.0,0.0,0.0,0.000105777,0.0023591,-0.564019
19904000,-0.00305369,0.0137988,-2.32388,0.00823861,0.0,0.00500798,0.0192934,-1.71711,0.0,0.0,0.0,0.0,0.0,0.0,0.000259618,0.00265898,-0.560892
19996000,-0.00302802,0.0135476,-2.46187,0.00823861,0.0,0.00423789,0.0209409,-1.83467,0.0,0.0,0.0,0.0,0.0,0.0,-0.000489024,0.00231973,-0.556985
20092000,-0.00300126,0.0132856,-2.60587,0.00823861,0.0,0.00359413,0.0221286,-1.95733,0.0,0.0,0.0,0.0,0.0,0.0,2.95852e-05,0.00177368,-0.562034
20184000,-0.00297563,0.0130346,-2.74386,0.00823861,0.0,0.00316778,0.0232842,-2.07489,0.0,0.0,0.0,0.0,0.0,0.0,0.000193428,0.00186232,-0.558338
20276000,-0.00295003,0.0127838,-2.88186,0.00823861,0.0,0.00282502,0.0239426,-2.19245,0.0,0.0,0.0,0.0,0.0,0.0,0.000300558,0.00134354,-0.555917
20372000,-0.00292333,0.0125221,-3.02586,0.00823861,0.0,0.00300793,0.0239869,-2.31511,0.0,0.0,0.0,0.0,0.0,0.0,0.00017847,0.000817592,-0.561758
20464000,-0.00289777,0.0122714,-3.16385,0.00823861,0.0,0.00350395,0.0237514,-2.43267,0.0,0.0,0.0,0.0,0.0,0.0,0.000546598,0.000237601,-0.558188
20556000,-0.00287224,0.0120324,-3.30185,0.00823861,0.0,0.00410841,0.0235217,-2.47779,0.0,0.0,0.0,0.0,0.0,0.0,9.98505e-05,-0.000355026,-0.511855
20652000,-0.00284561,0.0118017,-3.44585,0.00823861,0.0,0.00487876,0.0231543,-2.4003,0.0,0.0,0.0,0.0,0.0,0.0,-0.000108783,-4.3476e-05,-0.45386
20744000,-0.00282012,0.0115816,-3.58385,0.00823861,0.0,0.00534085,0.0229653,-2.30043,0.0,0.0,0.0,0.0,0.0,0.0,-0.000296224,0.000182802,-0.442704
20836000,-0.00279464,0.0113889,-3.72185,0.00823861,0.0,0.00547433,0.0230398,-2.20986,0.0,0.0,0.0,0.0,0.0,0.0,-0.00101983,0.0004305,-0.444111
20932000,-0.00276808,0.0111889,-3.86585,0.00823861,0.0,0.00544655,0.0227665,-2.15125,0.0,0.0,0.0,0.0,0.0,0.0,-0.000570622,1.10529e-05,-0.455004
21024000,-0.00274265,0.0109973,-4.00385,0.00823861,0.0,0.00553242,0.022267,-2.07411,0.0,0.0,0.0,0.0,0.0,0.0,0.000179896,0.000393104,-0.452623
21116000,-0.00271725,0.0108056,-4.14185,0.00823861,0.0,0.00567616,0.0216417,-2.00224,0.0,0.0,0.0,0.0,0.0,0.0,-0.000125741,-8.96633e-05,-0.450201
21212000,-0.00269075,0.0106056,-4.28586,0.00823861,0.0,0.00552358,0.0210438,-1.95914,0.0,0.0,0.0,0.0,0.0,0.0,-0.000289679,0.000130057,-0.459506
21304000,-0.00266539,0.010414,-4.42386,0.00823861,0.0,0.00501202,0.0202397,-1.89985,0.0,0.0,0.0,0.0,0.0,0.0,-0.000141584,-0.000847715,-0.458702
21396000,-0.00264005,0.0102223,-4.56186,0.00823861,0.0,0.00439169,0.0192375,-1.84665,0.0,0.0,0.0,0.0,0.0,0.0,-0.000109836,-0.000472738,-0.460091
21492000,-0.00261362,0.0100223,-4.70586,0.00823861,0.0,0.00372428,0.0184423,-1.82025,0.0,0.0,0.0,0.0,0.0,0.0,-6.88668e-05,-0.000400858,-0.469226
21584000,-0.00258832,0.00983065,-4.84386,0.00823861,0.0,0.00331807,0.0176772,-1.77693,0.0,0.0,0.0,0.0,0.0,0.0,-0.000138255,0.000180359,-0.468217
21676000,-0.00256305,0.00963899,-4.98186,0.00823861,0.0,0.00309479,0.0172388,-1.73812,0.0,0.0,0.0,0.0,0.0,0.0,-9.5678e-05,0.000373092,-0.468922
21772000,-0.00253669,0.009439,-5.12586,0.00823861,0.0,0.00307992,0.0170204,-1.72352,0.0,0.0,0.0,0.0,0.0,0.0,0.000335531,0.000833897,-0.477796
21864000,-0.00251146,0.00924734,-5.26386,0.00823861,0.0,0.00343515,0.0165947,-1.69213,0.0,0.0,0.0,0.0,0.0,0.0,0.000134457,0.00064922,-0.476262
21956000,-0.00248624,0.00905568,-5.40186,0.00823861,0.0,0.00382691,0.0162135,-1.66379,0.0,0.0,0.0,0.0,0.0,0.0,0.000445129,0.000765624,-0.474357
22052000,-0.00245995,0.00885569,-5.54586,0.00823861,0.0,0.00437381,0.0159346,-1.65724,0.0,0.0,0.0,0.0,0.0,0.0,0.000347184,0.000123238,-0.482098
22144000,-0.00243479,0.00866403,-5.68387,0.00823861,0.0,0.00495923,0.0155551,-1.6331,0.0,0.0,0.0,0.0,0.0,0.0,0.000279555,0.000461328,-0.480519
22236000,-0.00240964,0.00847238,-5.82187,0.00823861,0.0,0.00562529,0.0152085,-1.61143,0.0,0.0,0.0,0.0,0.0,0.0,0.000619876,0.00040758,-0.478508
