timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
4704000,0.000172781,-0.000763511,-0.00153134,0.999996,-4.0145e-05,0.000201692,0.00290539,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
4732000,-0.0128254,0.0152379,0.00496837,0.999996,-0.000114147,0.000203653,0.00284508,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
4760000,0.00167634,-0.00076087,-0.00603352,0.999996,-3.30934e-05,0.000216063,0.00287385,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
4788000,0.00367805,-0.000259617,-0.0110279,0.999996,-5.10756e-05,0.000233125,0.002851,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
4820000,0.0011815,-0.0112572,-0.00551421,0.999996,-2.57809e-05,0.000168269,0.00283348,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
4852000,-0.00481689,0.0112438,0.000496947,0.999996,-4.86782e-05,0.000182205,0.0029217,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
4884000,-0.00631374,0.0122457,0.00350747,0.999996,-1.84659e-05,0.000163183,0.0030087,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
4916000,-0.00281219,0.00474649,-0.00699429,0.999995,-4.4627e-05,0.0002358,0.00301116,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
4948000,0.00419076,-0.000752161,0.0165127,0.999996,-2.6169e-06,0.000270483,0.00300381,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
4980000,0.00669212,-0.00975154,0.00551385,0.999995,1.35001e-05,0.000238856,0.00309699,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5012000,-0.00930533,0.00224954,0.0140315,0.999995,-9.23782e-05,0.000208659,0.00321689,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5040000,0.00719591,0.0127498,-0.0164657,0.999995,-6.45082e-05,0.000202755,0.00310938,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5072000,0.004698,0.00975024,-0.00895442,0.999995,2.6006e-05,0.000266651,0.00303686,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5104000,0.00469892,-0.00124976,-0.000955489,0.999996,6.4594e-05,0.000268086,0.00298501,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5132000,-0.00430019,0.000250154,0.000543604,0.999996,-3.2945e-05,0.000271045,0.00295059,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5160000,0.00620143,0.00574957,-0.00444573,0.999996,-3.54562e-05,0.000215983,0.00294299,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5188000,-0.00279786,-0.00475094,0.0135661,0.999996,-8.22847e-06,0.000207685,0.00297939,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5220000,0.0017029,-0.00525165,0.00357138,0.999995,-2.32234e-05,0.000161499,0.0030563,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5248000,0.000704268,0.00974649,-0.00591918,0.999996,6.51381e-06,0.00018341,0.00296667,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5276000,-0.00229521,-0.00975467,-0.000410769,0.999995,-1.47213e-05,0.000159712,0.00307689,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5304000,-0.00179474,0.00374405,-0.0139054,0.999995,-4.2447e-05,0.000227572,0.00311474,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5336000,0.00870625,-0.00425898,-0.00838078,0.999995,7.36311e-06,0.000308505,0.00312052,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5368000,-0.00279329,-0.00926068,-0.00236371,0.999995,0.000103163,0.000333881,0.00319771,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5396000,0.00620707,-0.00626252,-0.00136151,0.999995,0.000165321,0.000265387,0.00321495,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5424000,0.00520733,-0.00226458,-0.0108487,0.999995,0.000115921,0.000315038,0.00324224,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5456000,-0.00279221,-0.000269045,-0.0123339,0.999995,0.000112146,0.000319169,0.00326218,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5488000,0.00120793,0.00772851,0.00216697,0.999994,8.02646e-05,0.000287499,0.00331363,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5516000,-0.0112919,-0.00377416,-0.00482261,0.999995,1.3602e-06,0.000313166,0.00328176,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5544000,0.0132083,-0.01278,0.00618949,0.999995,5.45908e-05,0.000255457,0.00332007,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5572000,-0.00279167,-0.000283133,0.00618703,0.999994,5.67362e-05,0.000175018,0.00334536,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5604000,0.00120837,-0.00428644,-0.00231273,0.999994,6.21432e-05,0.000127567,0.00337892,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5632000,-0.00429159,-0.0092935,0.014676,0.999994,3.5604e-05,0.000163688,0.00349038,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5660000,0.00670838,-0.00979723,-0.00581683,0.999994,-2.29043e-05,0.000148121,0.00348244,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5692000,-0.00979173,0.00769907,0.00969155,0.999994,1.09412e-05,0.000131355,0.00359643,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5720000,-0.00479184,-0.0063087,-0.000305165,0.999993,9.27595e-06,8.84832e-05,0.00362386,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5748000,0.00920808,0.00118742,-0.00180198,0.999994,-3.94646e-05,3.6684e-05,0.00360163,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5780000,0.00520799,0.00668339,0.00620512,0.999993,5.31549e-05,-2.30972e-05,0.00367605,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5812000,0.000207781,0.00217512,-0.00579163,0.999993,0.000111441,-2.18132e-05,0.00361845,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5840000,0.00120771,-0.000828974,0.0137095,0.999993,4.41724e-05,-4.54989e-06,0.00362768,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5872000,0.000207469,-0.00483758,-0.0147804,0.999993,-1.44193e-05,-8.60467e-05,0.00367882,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5900000,-0.0252927,0.011158,0.00172123,0.999993,-2.5786e-05,-7.95616e-05,0.00367978,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5932000,0.000707155,0.00115378,0.00271636,0.999994,-3.08781e-05,-6.10656e-05,0.00356862,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5964000,0.00670677,-0.000354978,0.00473203,0.999993,6.54466e-05,-0.000181806,0.00364648,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
5992000,-0.000793415,-0.00935951,0.00873665,0.999993,6.69385e-05,-0.000184623,0.00367317,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6020000,0.00820629,-0.00136387,-0.0032651,0.999993,9.26878e-05,-0.000273874,0.00361927,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6052000,-0.00879437,-0.00537291,-0.00476546,0.999994,0.000103459,-0.000298255,0.00355077,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6084000,0.00720523,-0.0138776,-0.00527112,0.999994,9.50864e-05,-0.000303929,0.00346064,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6116000,0.00870456,0.00161317,0.0087329,0.999994,0.000146687,-0.000349173,0.00349458,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6148000,0.00270409,0.0171084,0.0022308,0.999994,0.000155935,-0.000321728,0.00353848,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6180000,-0.00279679,0.000599104,-0.000776407,0.999994,0.000167352,-0.000378739,0.00358244,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6212000,0.0137027,0.0030945,-0.00726934,0.999994,0.000197537,-0.000394037,0.00353214,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6244000,0.000702204,8.99379e-05,0.000733133,0.999994,0.000191825,-0.000475525,0.00354026,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6272000,-0.00279901,-0.010419,-0.00526222,0.999994,0.000183463,-0.000479583,0.00343983,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6304000,0.00220034,-0.0049233,-0.00325595,0.999994,0.000203189,-0.000485514,0.00339016,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6336000,0.00719882,0.0015681,0.00475618,0.999994,0.000215676,-0.000499556,0.00352686,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6364000,-0.00880199,-0.000935979,0.000258998,0.999994,0.000195956,-0.000539929,0.00346027,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6392000,-0.000802827,-0.00444005,-0.00473499,0.999994,0.000153911,-0.000543248,0.00350181,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
6420000,0.00669624,-0.00844408,0.00876972,0.999994,0.000224973,-0.000616057,0.00351155,0.999993,-1.06685e-08,-6.53426e-07,0.00363403,1
