timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
1252000,0.0,0.0,0.0,4.13047e-05,-9.97589e-05,-0.015625,0.0,0.0,0.0,-0.000434288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302407,0.302407,4.22874,0.0,0.0,0.0,0.0932335,0.0,0.0,0.0,0.0,0.0,0.000503227,0.00883382,0.0231271,0.0,0.0,0.0,0.0,0.0,0.0
1444000,0.0,0.0,0.0,-1.34283e-05,4.51268e-05,-0.015564,0.0,0.0,0.0,0.00173008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286331,0.286331,4.19285,0.0,0.0,0.0,0.0924547,0.0,0.0,0.0,0.0,0.0,0.000156858,0.00515134,0.0157067,0.0,0.0,0.0,0.0,0.0,0.0
1636000,0.0,0.0,0.0,-0.000260311,0.000284623,0.0704041,0.0,0.0,0.0,-0.00486275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278365,0.278365,4.18638,0.0,0.0,0.0,0.0920286,0.0,0.0,0.0,0.0,0.0,0.00013709,0.0027193,0.00964548,0.0,0.0,0.0,0.0,0.0,0.0
1828000,0.0,0.0,0.0,-0.000713983,0.000375006,0.00485229,0.0,0.0,0.0,-0.000336199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272565,0.272565,4.18473,0.0,0.0,0.0,0.0917052,0.0,0.0,0.0,0.0,0.0,0.000449207,0.00756899,0.00489684,0.0,0.0,0.0,0.0,0.0,0.0
2020000,0.0,0.0,0.0,-0.0012786,0.0004872,-0.0136414,0.0,0.0,0.0,0.00186944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269527,0.269527,4.18605,0.0,0.0,0.0,0.0914784,0.0,0.0,0.0,0.0,0.0,0.000198069,0.00394877,0.00411596,0.0,0.0,0.0,0.0,0.0,0.0
2212000,0.0,0.0,0.0,-0.00178939,0.000709359,0.00897217,0.0,0.0,0.0,-0.0020292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267703,0.267703,4.18423,0.0,0.0,0.0,0.0913142,0.0,0.0,0.0,0.0,0.0,0.000218202,0.00421517,0.00513014,0.0,0.0,0.0,0.0,0.0,0.0
2404000,0.0,0.0,0.0,-0.00207874,0.00055311,-0.0335388,0.0,0.0,0.0,0.00117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26646,0.26646,4.17714,0.0,0.0,0.0,0.0911902,0.0,0.0,0.0,0.0,0.0,5.55057e-05,0.00257866,0.00219099,0.0,0.0,0.0,0.0,0.0,0.0
2596000,0.0,0.0,0.0,-0.00254148,0.000154627,0.0599976,0.0,0.0,0.0,-0.00177141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266169,0.266169,4.17139,0.0,0.0,0.0,0.0911057,0.0,0.0,0.0,0.0,0.0,7.3768e-05,0.00396776,0.00468803,0.0,0.0,0.0,0.0,0.0,0.0
2788000,0.0,0.0,0.0,-0.00307038,-0.000355498,-0.0179138,0.0,0.0,0.0,-0.00464962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266344,0.266344,4.16496,0.0,0.0,0.0,0.091032,0.0,0.0,0.0,0.0,0.0,0.000107472,0.0029031,0.00260388,0.0,0.0,0.0,0.0,0.0,0.0
2980000,0.0,0.0,0.0,-0.00349489,-0.00100546,-0.0600891,0.0,0.0,0.0,0.00388012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266352,0.266352,4.15681,0.0,0.0,0.0,0.0909752,0.0,0.0,0.0,0.0,0.0,0.000173501,0.00356369,0.00405168,0.0,0.0,0.0,0.0,0.0,0.0
