timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
1332000,0,0.0,0.0,0.00104547,-0.000998385,-0.00136877,-3.24889e-08,-1.98428e-06,0.0,0.00315279,-0.00412145,-0.00170468,-0.00257422,-8.12223e-06,-0.00049607,0.0,0.0688873,-0.0263495,0.00466779,0.00539425,0.0,0.1,0.00170468,0.272493,0.442884,0.889407,0.726364,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1428000,0,0.0,0.0,0.00128917,-0.00136021,-0.000648312,-3.24889e-08,-1.98428e-06,0.0,0.00414842,-0.00528079,-0.000758857,-0.000580053,-8.12223e-06,-0.00049607,0.0,-0.0700679,-0.0824735,-0.0476101,0.00598964,0.0,0.107764,0.000758857,0.259632,0.433172,0.717878,0.713181,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1524000,0,0.0,0.0,0.00142869,-0.00168975,0.000863831,-3.24889e-08,-1.98428e-06,0.0,0.00313337,-0.00523591,0.000452458,0.00213239,-8.12223e-06,-0.00049607,0.0,0.0109503,0.0390508,-0.0342242,0.00618673,0.0,0.10367,-0.000452458,0.24821,0.430355,0.598475,0.696771,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1620000,0,0.0,0.0,0.00153255,-0.00192167,-0.000605827,-3.24889e-08,-1.98428e-06,0.0,0.00331831,-0.0042142,-0.00273928,-0.00274703,-8.12223e-06,-0.00049607,0.0,0.0307113,0.0409395,0.0159787,0.00670416,0.0,0.1,0.00273928,0.22572,0.422001,0.493623,0.671151,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1716000,0,0.0,0.0,0.00157726,-0.0019862,-0.00162323,-3.24889e-08,-1.98428e-06,0.0,0.00295843,-0.00294844,-0.00248615,-0.00330087,-8.12223e-06,-0.00049607,0.0,0.00670138,0.024574,-0.0159433,0.00677391,0.0,0.1,0.00248615,0.21853,0.425468,0.43654,0.648901,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1812000,0,0.0,0.0,0.00156314,-0.00190803,-0.00254169,-3.24889e-08,-1.98428e-06,0.0,0.00209096,-0.00190826,-0.00439669,-0.00557574,-8.12223e-06,-0.00049607,0.0,-0.00624016,0.0622183,0.0155214,0.00704847,0.0,0.1,0.00439669,0.203274,0.420067,0.38416,0.617921,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
1908000,0,0.0,0.0,0.00131394,-0.00173524,-0.00256048,-3.24889e-08,-1.98428e-06,0.0,-0.00105336,-0.00097353,-0.00336784,-0.00396106,-8.12223e-06,-0.00049607,0.0,-0.00247071,-0.0271048,0.0231191,0.00755037,0.0,0.100042,0.00336784,0.198866,0.424132,0.358001,0.593402,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2004000,0,0.0,0.0,0.000868615,-0.00148108,0.000384486,-3.24889e-08,-1.98428e-06,0.0,-0.00274255,-0.00136851,0.00040957,0.00320196,-8.12223e-06,-0.00049607,0.0,-0.0451894,-0.056827,0.0385027,0.00728544,0.0,0.111108,-0.00040957,0.195168,0.427563,0.340978,0.568915,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2100000,0,0.0,0.0,0.000205017,-0.00122594,0.00389759,-3.24889e-08,-1.98428e-06,0.0,-0.00489374,-0.000728291,0.00404548,0.00972672,-8.12223e-06,-0.00049607,0.0,0.0183831,0.00592072,0.0339672,0.00736472,0.0,0.108537,-0.00404548,0.185521,0.420515,0.32393,0.537547,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
2196000,0,0.0,0.0,-0.000591651,-0.00106008,0.00607025,-3.24889e-08,-1.98428e-06,0.0,-0.00624347,-0.00221771,0.00409337,0.0105146,-8.12223e-06,-0.00049607,0.0,-0.00327227,0.0659585,0.00239629,0.0072769,0.0,0.100057,-0.00409337,0.183794,0.422197,0.320334,0.514923,inf,inf,inf,inf,1,1,1,1,1,0,1,1,0,0,0
