timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
140632000,inf,0,0,0,0,1
141632000,inf,0,0,0,0,1
142632000,inf,0,0,0,0,1
143632000,inf,0,0,0,0,1
144572000,inf,0,0,0,0,0
145572000,inf,0,0,0,0,0
146572000,inf,0,0,0,0,0
147572000,inf,0,0,0,0,0
148572000,inf,0,0,0,0,0
149572000,inf,0,0,0,0,0
150572000,inf,0,0,0,0,0
151572000,inf,0,0,0,0,0
152572000,inf,0,0,0,0,0
153572000,inf,0,0,0,0,0
154572000,inf,0,0,0,0,0
155312000,inf,0,0,0,0,1
156312000,inf,0,0,0,0,1
157312000,inf,0,0,0,0,1
158312000,inf,0,0,0,0,1
159312000,inf,0,0,0,0,1
160312000,inf,0,0,0,0,1
161312000,inf,0,0,0,0,1
162312000,inf,0,0,0,0,1
163312000,inf,0,0,0,0,1
164312000,inf,0,0,0,0,1
165312000,inf,0,0,0,0,1
166312000,inf,0,0,0,0,1
167312000,inf,0,0,0,0,1
168312000,inf,0,0,0,0,1
169312000,inf,0,0,0,0,1
170312000,inf,0,0,0,0,1
171312000,inf,0,0,0,0,1
172312000,inf,0,0,0,0,1
173312000,inf,0,0,0,0,1
174312000,inf,0,0,0,0,1
174432000,inf,0,0,0,0,0
175432000,inf,0,0,0,0,0
176432000,inf,0,0,0,0,0
177432000,inf,0,0,0,0,0
178432000,inf,0,0,0,0,0
179432000,inf,0,0,0,0,0
180432000,inf,0,0,0,0,0
181432000,inf,0,0,0,0,0
182432000,inf,0,0,0,0,0
183432000,inf,0,0,0,0,0
184432000,inf,0,0,0,0,0
185432000,inf,0,0,0,0,0
186432000,inf,0,0,0,0,0
187432000,inf,0,0,0,0,0
188432000,inf,0,0,0,0,0
189432000,inf,0,0,0,0,0
190432000,inf,0,0,0,0,0
191432000,inf,0,0,0,0,0
192432000,inf,0,0,0,0,0
193432000,inf,0,0,0,0,0
194432000,inf,0,0,0,0,0
195432000,inf,0,0,0,0,0
196432000,inf,0,0,0,0,0
197432000,inf,0,0,0,0,0
197632000,inf,0,0,0,0,1
198032000,inf,0,0,0,0,0
199032000,inf,0,0,0,0,0
200032000,inf,0,0,0,0,0
200872000,inf,0,0,0,0,1
201872000,inf,0,0,0,0,1
202872000,inf,0,0,0,0,1
203872000,inf,0,0,0,0,1
204872000,inf,0,0,0,0,1
205872000,inf,0,0,0,0,1
206872000,inf,0,0,0,0,1
207872000,inf,0,0,0,0,1
208872000,inf,0,0,0,0,1
209872000,inf,0,0,0,0,1
210872000,inf,0,0,0,0,1
211872000,inf,0,0,0,0,1
212872000,inf,0,0,0,0,1
213872000,inf,0,0,0,0,1
214872000,inf,0,0,0,0,1
215872000,inf,0,0,0,0,1
216872000,inf,0,0,0,0,1
217872000,inf,0,0,0,0,1
218872000,inf,0,0,0,0,1
219872000,inf,0,0,0,0,1
220872000,inf,0,0,0,0,1
221872000,inf,0,0,0,0,1
222872000,inf,0,0,0,0,1
223872000,inf,0,0,0,0,1
224872000,inf,0,0,0,0,1
225872000,inf,0,0,0,0,1
226612000,inf,0,0,0,0,0
227612000,inf,0,0,0,0,0
228612000,inf,0,0,0,0,0
229612000,inf,0,0,0,0,0
230612000,inf,0,0,0,0,0
231612000,inf,0,0,0,0,0
232612000,inf,0,0,0,0,0
233612000,inf,0,0,0,0,0
234612000,inf,0,0,0,0,0
235612000,inf,0,0,0,0,0
236612000,inf,0,0,0,0,0
237612000,inf,0,0,0,0,0
238612000,inf,0,0,0,0,0
239612000,inf,0,0,0,0,0
240612000,inf,0,0,0,0,0
241612000,inf,0,0,0,0,0
242612000,inf,0,0,0,0,0
243612000,inf,0,0,0,0,0
244612000,inf,0,0,0,0,0
245612000,inf,0,0,0,0,0
246612000,inf,0,0,0,0,0
247612000,inf,0,0,0,0,0
248612000,inf,0,0,0,0,0
249612000,inf,0,0,0,0,0
250612000,inf,0,0,0,0,0
251612000,inf,0,0,0,0,0
252612000,inf,0,0,0,0,0
253612000,inf,0,0,0,0,0
254612000,inf,0,0,0,0,0
255612000,inf,0,0,0,0,0
256612000,inf,0,0,0,0,0
257612000,inf,0,0,0,0,0
258612000,inf,0,0,0,0,0
259612000,inf,0,0,0,0,0
260612000,inf,0,0,0,0,0
261612000,inf,0,0,0,0,0
262612000,inf,0,0,0,0,0
262832000,inf,0,0,0,0,1
263832000,inf,0,0,0,0,1
264832000,inf,0,0,0,0,1
265832000,inf,0,0,0,0,1
266832000,inf,0,0,0,0,1
267832000,inf,0,0,0,0,1
268832000,inf,0,0,0,0,1
269832000,inf,0,0,0,0,1
270732000,inf,0,0,0,0,0
271732000,inf,0,0,0,0,0
272732000,inf,0,0,0,0,0
273732000,inf,0,0,0,0,0
274732000,inf,0,0,0,0,0
275732000,inf,0,0,0,0,0
276732000,inf,0,0,0,0,0
277732000,inf,0,0,0,0,0
278732000,inf,0,0,0,0,0
279732000,inf,0,0,0,0,0
280732000,inf,0,0,0,0,0
281592000,inf,0,0,0,0,1
282592000,inf,0,0,0,0,1
283592000,inf,0,0,0,0,1
284592000,inf,0,0,0,0,1
285592000,inf,0,0,0,0,1
286592000,inf,0,0,0,0,1
287592000,inf,0,0,0,0,1
288592000,inf,0,0,0,0,1
289592000,inf,0,0,0,0,1
290592000,inf,0,0,0,0,1
291592000,inf,0,0,0,0,1
292592000,inf,0,0,0,0,1
293592000,inf,0,0,0,0,1
294592000,inf,0,0,0,0,1
295592000,inf,0,0,0,0,1
296592000,inf,0,0,0,0,1
297592000,inf,0,0,0,0,1
298592000,inf,0,0,0,0,1
299592000,inf,0,0,0,0,1
300592000,inf,0,0,0,0,1
300792000,inf,0,0,0,0,0
301792000,inf,0,0,0,0,0
302792000,inf,0,0,0,0,0
303792000,inf,0,0,0,0,0
304792000,inf,0,0,0,0,0
305792000,inf,0,0,0,0,0
306792000,inf,0,0,0,0,0
307792000,inf,0,0,0,0,0
308792000,inf,0,0,0,0,0
309792000,inf,0,0,0,0,0
310792000,inf,0,0,0,0,0
311792000,inf,0,0,0,0,0
312792000,inf,0,0,0,0,0
313792000,inf,0,0,0,0,0
314792000,inf,0,0,0,0,0
315792000,inf,0,0,0,0,0
316792000,inf,0,0,0,0,0
317792000,inf,0,0,0,0,0
318792000,inf,0,0,0,0,0
319792000,inf,0,0,0,0,0
320792000,inf,0,0,0,0,0
321792000,inf,0,0,0,0,0
322792000,inf,0,0,0,0,0
323792000,inf,0,0,0,0,0
324792000,inf,0,0,0,0,0
325792000,inf,0,0,0,0,0
326792000,inf,0,0,0,0,0
327792000,inf,0,0,0,0,0
328792000,inf,0,0,0,0,0
329792000,inf,0,0,0,0,0
330792000,inf,0,0,0,0,0
331792000,inf,0,0,0,0,0
332792000,inf,0,0,0,0,0
333792000,inf,0,0,0,0,0
334792000,inf,0,0,0,0,0
335792000,inf,0,0,0,0,0
336792000,inf,0,0,0,0,0
337792000,inf,0,0,0,0,0
338792000,inf,0,0,0,0,0
339792000,inf,0,0,0,0,0
340792000,inf,0,0,0,0,0
341792000,inf,0,0,0,0,0
342692000,inf,0,0,0,0,1
343692000,inf,0,0,0,0,1
344692000,inf,0,0,0,0,1
345692000,inf,0,0,0,0,1
346692000,inf,0,0,0,0,1
347692000,inf,0,0,0,0,1
348692000,inf,0,0,0,0,1
349692000,inf,0,0,0,0,1
350692000,inf,0,0,0,0,1
351692000,inf,0,0,0,0,1
352692000,inf,0,0,0,0,1
353692000,inf,0,0,0,0,1
354692000,inf,0,0,0,0,1
355692000,inf,0,0,0,0,1
356692000,inf,0,0,0,0,1
357692000,inf,0,0,0,0,1
358692000,inf,0,0,0,0,1
359692000,inf,0,0,0,0,1
360692000,inf,0,0,0,0,1
361692000,inf,0,0,0,0,1
362692000,inf,0,0,0,0,1
363692000,inf,0,0,0,0,1
364692000,inf,0,0,0,0,1
365692000,inf,0,0,0,0,1
366692000,inf,0,0,0,0,1
367692000,inf,0,0,0,0,1
368692000,inf,0,0,0,0,1
369512000,inf,0,0,0,0,0
370512000,inf,0,0,0,0,0
371512000,inf,0,0,0,0,0
372512000,inf,0,0,0,0,0
373512000,inf,0,0,0,0,0
374512000,inf,0,0,0,0,0
375512000,inf,0,0,0,0,0
376512000,inf,0,0,0,0,0
377512000,inf,0,0,0,0,0
378512000,inf,0,0,0,0,0
379512000,inf,0,0,0,0,0
380512000,inf,0,0,0,0,0
381512000,inf,0,0,0,0,0
382512000,inf,0,0,0,0,0
383512000,inf,0,0,0,0,0
384512000,inf,0,0,0,0,0
385512000,inf,0,0,0,0,0
386512000,inf,0,0,0,0,0
387512000,inf,0,0,0,0,0
388512000,inf,0,0,0,0,0
389512000,inf,0,0,0,0,0
390512000,inf,0,0,0,0,0
391512000,inf,0,0,0,0,0
392512000,inf,0,0,0,0,0
393512000,inf,0,0,0,0,0
394512000,inf,0,0,0,0,0
395512000,inf,0,0,0,0,0
396512000,inf,0,0,0,0,0
397512000,inf,0,0,0,0,0
398512000,inf,0,0,0,0,0
399512000,inf,0,0,0,0,0
400512000,inf,0,0,0,0,0
401512000,inf,0,0,0,0,0
402512000,inf,0,0,0,0,0
403512000,inf,0,0,0,0,0
404512000,inf,0,0,0,0,0
405372000,inf,0,0,0,0,1
406372000,inf,0,0,0,0,1
407372000,inf,0,0,0,0,1
408372000,inf,0,0,0,0,1
409372000,inf,0,0,0,0,1
410372000,inf,0,0,0,0,1
411372000,inf,0,0,0,0,1
412372000,inf,0,0,0,0,1
413372000,inf,0,0,0,0,1
414252000,inf,0,0,0,0,0
415252000,inf,0,0,0,0,0
416252000,inf,0,0,0,0,1
416612000,inf,0,0,0,0,0
417612000,inf,0,0,0,0,0
418612000,inf,0,0,0,0,0
419612000,inf,0,0,0,0,0
420612000,inf,0,0,0,0,0
421612000,inf,0,0,0,0,0
422612000,inf,0,0,0,0,0
423612000,inf,0,0,0,0,0
424612000,inf,0,0,0,0,0
425612000,inf,0,0,0,0,0
426612000,inf,0,0,0,0,0
427612000,inf,0,0,0,0,0
428612000,inf,0,0,0,0,0
429612000,inf,0,0,0,0,0
430612000,inf,0,0,0,0,0
431612000,inf,0,0,0,0,0
432612000,inf,0,0,0,0,0
433612000,inf,0,0,0,0,0
434612000,inf,0,0,0,0,0
435612000,inf,0,0,0,0,0
436612000,inf,0,0,0,0,0
437612000,inf,0,0,0,0,0
438612000,inf,0,0,0,0,0
439612000,inf,0,0,0,0,0
440612000,inf,0,0,0,0,0
441612000,inf,0,0,0,0,0
442612000,inf,0,0,0,0,0
443612000,inf,0,0,0,0,0
444612000,inf,0,0,0,0,0
445612000,inf,0,0,0,0,0
446612000,inf,0,0,0,0,0
447612000,inf,0,0,0,0,0
448612000,inf,0,0,0,0,0
449612000,inf,0,0,0,0,0
450612000,inf,0,0,0,0,0
451612000,inf,0,0,0,0,0
452612000,inf,0,0,0,0,0
453612000,inf,0,0,0,0,0
454612000,inf,0,0,0,0,0
455612000,inf,0,0,0,0,0
456612000,inf,0,0,0,0,0
457612000,inf,0,0,0,0,0
458612000,inf,0,0,0,0,0
459612000,inf,0,0,0,0,0
460612000,inf,0,0,0,0,0
461612000,inf,0,0,0,0,0
462612000,inf,0,0,0,0,0
463612000,inf,0,0,0,0,0
464352000,inf,0,0,0,0,1
465352000,inf,0,0,0,0,1
466352000,inf,0,0,0,0,1
467352000,inf,0,0,0,0,1
468352000,inf,0,0,0,0,1
469352000,inf,0,0,0,0,1
470352000,inf,0,0,0,0,1
471352000,inf,0,0,0,0,1
472352000,inf,0,0,0,0,1
473352000,inf,0,0,0,0,1
474352000,inf,0,0,0,0,1
475352000,inf,0,0,0,0,1
476352000,inf,0,0,0,0,1
477352000,inf,0,0,0,0,1
478352000,inf,0,0,0,0,1
479352000,inf,0,0,0,0,1
480352000,inf,0,0,0,0,1
481352000,inf,0,0,0,0,1
482352000,inf,0,0,0,0,1
483352000,inf,0,0,0,0,1
483812000,inf,0,0,0,0,0
484812000,inf,0,0,0,0,0
485812000,inf,0,0,0,0,0
486812000,inf,0,0,0,0,0
487812000,inf,0,0,0,0,0
488812000,inf,0,0,0,0,0
489812000,inf,0,0,0,0,0
490812000,inf,0,0,0,0,0
491812000,inf,0,0,0,0,0
492812000,inf,0,0,0,0,0
493812000,inf,0,0,0,0,0
494812000,inf,0,0,0,0,0
495812000,inf,0,0,0,0,0
496812000,inf,0,0,0,0,0
497812000,inf,0,0,0,0,0
498812000,inf,0,0,0,0,0
499812000,inf,0,0,0,0,0
500812000,inf,0,0,0,0,0
501812000,inf,0,0,0,0,0
502812000,inf,0,0,0,0,0
503812000,inf,0,0,0,0,0
504812000,inf,0,0,0,0,0
505812000,inf,0,0,0,0,0
506812000,inf,0,0,0,0,0
507812000,inf,0,0,0,0,0
508812000,inf,0,0,0,0,0
509812000,inf,0,0,0,0,0
510812000,inf,0,0,0,0,0
511812000,inf,0,0,0,0,0
512812000,inf,0,0,0,0,0
513812000,inf,0,0,0,0,0
514812000,inf,0,0,0,0,0
515812000,inf,0,0,0,0,0
516812000,inf,0,0,0,0,0
517812000,inf,0,0,0,0,0
518812000,inf,0,0,0,0,0
519812000,inf,0,0,0,0,0
520812000,inf,0,0,0,0,0
521812000,inf,0,0,0,0,0
522812000,inf,0,0,0,0,0
523812000,inf,0,0,0,0,0
524812000,inf,0,0,0,0,0
525812000,inf,0,0,0,0,0
526812000,inf,0,0,0,0,0
527812000,inf,0,0,0,0,0
528812000,inf,0,0,0,0,0
529812000,inf,0,0,0,0,0
530812000,inf,0,0,0,0,0
531132000,inf,0,0,0,0,1
531532000,inf,0,0,0,0,0
532532000,inf,0,0,0,0,0
533212000,inf,0,0,0,0,1
534212000,inf,0,0,0,0,1
535212000,inf,0,0,0,0,1
536212000,inf,0,0,0,0,1
537212000,inf,0,0,0,0,1
538212000,inf,0,0,0,0,1
539212000,inf,0,0,0,0,1
540212000,inf,0,0,0,0,1
541212000,inf,0,0,0,0,1
542212000,inf,0,0,0,0,1
543212000,inf,0,0,0,0,1
544212000,inf,0,0,0,0,1
545212000,inf,0,0,0,0,1
546212000,inf,0,0,0,0,1
547212000,inf,0,0,0,0,1
548212000,inf,0,0,0,0,1
549212000,inf,0,0,0,0,1
550012000,inf,0,0,0,0,0
551012000,inf,0,0,0,0,0
551612000,inf,0,0,0,0,1
552612000,inf,0,0,0,0,1
553612000,inf,0,0,0,0,1
554612000,inf,0,0,0,0,1
555612000,inf,0,0,0,0,1
556612000,inf,0,0,0,0,1
557612000,inf,0,0,0,0,1
558612000,inf,0,0,0,0,1
559612000,inf,0,0,0,0,1
560612000,inf,0,0,0,0,1
561612000,inf,0,0,0,0,1
562612000,inf,0,0,0,0,1
563612000,inf,0,0,0,0,1
564612000,inf,0,0,0,0,1
564952000,inf,0,0,0,0,0
565952000,inf,0,0,0,0,0
566952000,inf,0,0,0,0,0
567352000,inf,0,0,0,0,1
568352000,inf,0,0,0,0,1
569352000,inf,0,0,0,0,1
570352000,inf,0,0,0,0,1
571352000,inf,0,0,0,0,1
572352000,inf,0,0,0,0,1
573352000,inf,0,0,0,0,1
574352000,inf,0,0,0,0,1
575352000,inf,0,0,0,0,1
576352000,inf,0,0,0,0,1
577352000,inf,0,0,0,0,1
578352000,inf,0,0,0,0,1
579352000,inf,0,0,0,0,1
580352000,inf,0,0,0,0,1
581352000,inf,0,0,0,0,1
582352000,inf,0,0,0,0,1
583352000,inf,0,0,0,0,1
584352000,inf,0,0,0,0,1
585352000,inf,0,0,0,0,1
586352000,inf,0,0,0,0,1
587352000,inf,0,0,0,0,1
588352000,inf,0,0,0,0,1
589352000,inf,0,0,0,0,1
590352000,inf,0,0,0,0,1
591352000,inf,0,0,0,0,1
592352000,inf,0,0,0,0,1
593352000,inf,0,0,0,0,1
594352000,inf,0,0,0,0,1
595352000,inf,0,0,0,0,1
596352000,inf,0,0,0,0,1
597352000,inf,0,0,0,0,1
598352000,inf,0,0,0,0,1
599352000,inf,0,0,0,0,1
600352000,inf,0,0,0,0,1
601352000,inf,0,0,0,0,1
602352000,inf,0,0,0,0,1
603352000,inf,0,0,0,0,1
604352000,inf,0,0,0,0,1
605352000,inf,0,0,0,0,1
606352000,inf,0,0,0,0,1
607352000,inf,0,0,0,0,1
608352000,inf,0,0,0,0,1
609352000,inf,0,0,0,0,1
610352000,inf,0,0,0,0,1
611352000,inf,0,0,0,0,1
612352000,inf,0,0,0,0,1
613352000,inf,0,0,0,0,1
614352000,inf,0,0,0,0,1
615332000,inf,0,0,1,0,1
615612000,inf,0,0,0,1,1
615932000,inf,1,0,0,0,1
615952000,inf,1,0,0,0,0
616952000,inf,1,0,0,0,0
