timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
107124000,106124000,4e+06,1.0,1.31574,26.2341,0.0,190,191,6,0,0,2,0,0,1,1,43
108000000,0,4e+06,1.0,0.0,14.6265,0.0,0,0,0,0,0,0,0,0,0,1,37
108124000,107124000,4e+06,1.0,1.31574,26.3456,0.0,190,191,6,0,0,2,0,0,1,1,43
109000000,0,4e+06,1.0,0.0,14.3904,0.0,0,0,0,0,0,0,0,0,0,1,37
109124000,108124000,4e+06,1.0,1.31574,26.2241,0.0,190,191,6,0,0,2,0,0,1,1,43
110000000,0,4e+06,1.0,0.0,14.6175,0.0,0,0,0,0,0,0,0,0,0,1,37
110124000,110124000,4e+06,1.0,1.31574,26.3118,0.0,190,191,6,0,0,2,0,0,1,1,43
111000000,0,4e+06,1.0,0.0,14.5189,0.0,0,0,0,0,0,0,0,0,0,1,37
111124000,110124000,4e+06,1.0,1.31574,26.1604,0.0,190,191,6,0,0,2,0,0,1,1,43
112000000,0,4e+06,1.0,0.0,14.6464,0.0,0,0,0,0,0,0,0,0,0,1,37
112124000,111124000,4e+06,1.0,1.31574,26.5408,0.0,190,191,6,0,0,2,0,0,1,1,43
113000000,0,4e+06,1.0,0.0,14.4074,0.0,0,0,0,0,0,0,0,0,0,1,37
113124000,112124000,4e+06,1.0,1.38048,26.2191,0.0,190,191,6,0,0,2,0,0,1,1,43
114000000,0,4e+06,1.0,0.0,14.5817,0.0,0,0,0,0,0,0,0,0,0,1,37
114124000,113124000,4e+06,1.0,1.31574,26.3078,0.0,190,191,6,0,0,2,0,0,1,1,43
115000000,0,4e+06,1.0,0.0,14.3984,0.0,0,0,0,0,0,0,0,0,0,1,37
115124000,114124000,4e+06,1.0,1.31574,26.2042,0.0,190,191,6,0,0,2,0,0,1,1,43
116000000,0,4e+06,1.0,0.0,14.7161,0.0,0,0,0,0,0,0,0,0,0,1,37
116124000,115124000,4e+06,1.0,1.31574,26.2281,0.0,190,191,6,0,0,2,0,0,1,1,43
