timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
1316000,0.0,-0.0,0.00908879,0.0,0.99999,0.0,0.0,0.00454438,0.0,0.0,-0.08,1,0,0,0,0,0
1412000,0.0,-0.0,0.00899462,0.0,0.99999,0.0,0.0,0.00449729,0.0,0.0,-0.08,1,0,0,0,0,0
1512000,0.0,-0.0,0.00894168,0.0,0.99999,0.0,0.0,0.00447083,0.0,0.0,-0.08,1,0,0,0,0,0
1608000,0.0,-0.0,0.00877872,0.0,0.99999,0.0,0.0,0.00438934,0.0,0.0,-0.08,1,0,0,0,0,0
1704000,0.0,-0.0,0.00863998,0.0,0.999991,0.0,0.0,0.00431998,0.0,0.0,-0.08,1,0,0,0,0,0
1800000,0.0,-0.0,0.0085067,0.0,0.999991,0.0,0.0,0.00425334,0.0,0.0,-0.08,1,0,0,0,0,0
1900000,0.0,-0.0,0.00837578,0.0,0.999991,0.0,0.0,0.00418788,0.0,0.0,-0.08,1,0,0,0,0,0
1992000,0.0,-0.0,0.00814213,0.0,0.999992,0.0,0.0,0.00407106,0.0,0.0,-0.08,1,0,0,0,0,0
2092000,0.0,-0.0,0.00789011,0.0,0.999992,0.0,0.0,0.00394505,0.0,0.0,-0.08,1,0,0,0,0,0
2188000,0.0,-0.0,0.00764369,0.0,0.999993,0.0,0.0,0.00382183,0.0,0.0,-0.08,1,0,0,0,0,0
2288000,0.0,-0.0,0.00742884,0.0,0.999993,0.0,0.0,0.00371441,0.0,0.0,-0.08,1,0,0,0,0,0
2384000,0.0,-0.0,0.00726648,0.0,0.999993,0.0,0.0,0.00363323,0.0,0.0,-0.08,1,0,0,0,0,0
2480000,0.0,-0.0,0.00706656,0.0,0.999994,0.0,0.0,0.00353327,0.0,0.0,-0.08,1,0,0,0,0,0
2580000,0.0,-0.0,0.00707834,0.0,0.999994,0.0,0.0,0.00353916,0.0,0.0,-0.08,1,0,0,0,0,0
2676000,0.0,-0.0,0.00729029,0.0,0.999993,0.0,0.0,0.00364514,0.0,0.0,-0.08,1,0,0,0,0,0
2772000,0.0,-0.0,0.00691701,0.0,0.999994,0.0,0.0,0.0034585,0.0,0.0,-0.08,1,0,0,0,0,0
2868000,0.0,-0.0,0.00683903,0.0,0.999994,0.0,0.0,0.00341951,0.0,0.0,-0.08,1,0,0,0,0,0
2964000,0.0,-0.0,0.00706501,0.0,0.999994,0.0,0.0,0.0035325,0.0,0.0,-0.08,1,0,0,0,0,0
3060000,0.0,-0.0,0.00720323,0.0,0.999994,0.0,0.0,0.00360161,0.0,0.0,-0.08,1,0,0,0,0,0
3156000,0.0,-0.0,0.00692914,0.0,0.999994,0.0,0.0,0.00346456,0.0,0.0,-0.08,1,0,0,0,0,0
3256000,0.0,-0.0,0.00695653,0.0,0.999994,0.0,0.0,0.00347826,0.0,0.0,-0.08,1,0,0,0,0,0
3348000,0.0,-0.0,0.00685272,0.0,0.999994,0.0,0.0,0.00342636,0.0,0.0,-0.08,1,0,0,0,0,0
3444000,0.0,-0.0,0.0067995,0.0,0.999994,0.0,0.0,0.00339975,0.0,0.0,-0.08,1,0,0,0,0,0
3544000,0.0,-0.0,0.00660152,0.0,0.999995,0.0,0.0,0.00330075,0.0,0.0,-0.08,1,0,0,0,0,0
3640000,0.0,-0.0,0.00671646,0.0,0.999994,0.0,0.0,0.00335822,0.0,0.0,-0.08,1,0,0,0,0,0
3740000,0.0,-0.0,0.00665556,0.0,0.999994,0.0,0.0,0.00332777,0.0,0.0,-0.08,1,0,0,0,0,0
3836000,0.0,-0.0,0.0062658,0.0,0.999995,0.0,0.0,0.00313289,0.0,0.0,-0.08,1,0,0,0,0,0
3932000,0.0,-0.0,0.00634704,0.0,0.999995,0.0,0.0,0.00317352,0.0,0.0,-0.08,1,0,0,0,0,0
4032000,0.0,-0.0,0.00606132,0.0,0.999995,0.0,0.0,0.00303066,0.0,0.0,-0.08,1,0,0,0,0,0
4132000,0.0,-0.0,0.00609023,0.0,0.999995,0.0,0.0,0.00304511,0.0,0.0,-0.08,1,0,0,0,0,0
4228000,0.0,-0.0,0.00629763,0.0,0.999995,0.0,0.0,0.00314881,0.0,0.0,-0.08,1,0,0,0,0,0
4324000,0.0,-0.0,0.00631735,0.0,0.999995,0.0,0.0,0.00315867,0.0,0.0,-0.08,1,0,0,0,0,0
4424000,0.0,-0.0,0.00657287,0.0,0.999995,0.0,0.0,0.00328643,0.0,0.0,-0.08,1,0,0,0,0,0
4520000,0.0,-0.0,0.00629236,0.0,0.999995,0.0,0.0,0.00314617,0.0,0.0,-0.08,1,0,0,0,0,0
4616000,0.0,-0.0,0.00593311,0.0,0.999996,0.0,0.0,0.00296655,0.0,0.0,-0.08,1,0,0,0,0,0
