timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
1252000,0.0,0.0,0.0,0.00023217,-0.000116363,0.046814,0.0,0.0,0.0,-0.00315425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302407,0.302407,4.22874,0.0,0.0,0.0,0.0932335,0.0,0.0,0.0,0.0,0.0,0.00131262,0.000450475,0.000406092,0.0,0.0,0.0,0.0,0.0,0.0
1444000,0.0,0.0,0.0,0.000357527,-0.000394947,0.0640259,0.0,0.0,0.0,-0.00164721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286331,0.286331,4.19285,0.0,0.0,0.0,0.0924547,0.0,0.0,0.0,0.0,0.0,0.000706867,0.00353432,0.00448518,0.0,0.0,0.0,0.0,0.0,0.0
1636000,0.0,0.0,0.0,0.00042145,-0.00057446,-0.0581055,0.0,0.0,0.0,0.00309399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278365,0.278365,4.18638,0.0,0.0,0.0,0.0920286,0.0,0.0,0.0,0.0,0.0,0.000592613,0.00414512,0.00393554,0.0,0.0,0.0,0.0,0.0,0.0
1828000,0.0,0.0,0.0,0.000447242,-0.00065135,0.0140991,0.0,0.0,0.0,0.00116226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272521,0.272521,4.1846,0.0,0.0,0.0,0.0917043,0.0,0.0,0.0,0.0,0.0,0.000455578,0.00170376,0.00191438,0.0,0.0,0.0,0.0,0.0,0.0
2020000,0.0,0.0,0.0,0.000426195,-0.000503152,0.0519714,0.0,0.0,0.0,0.00294145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269476,0.269476,4.18582,0.0,0.0,0.0,0.0914785,0.0,0.0,0.0,0.0,0.0,8.64474e-05,0.00792573,0.00831565,0.0,0.0,0.0,0.0,0.0,0.0
2212000,0.0,0.0,0.0,-0.000161211,-0.000296827,-0.0109253,0.0,0.0,0.0,0.00042032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267633,0.267633,4.18383,0.0,0.0,0.0,0.0913143,0.0,0.0,0.0,0.0,0.0,0.000256653,0.000472809,0.00133343,0.0,0.0,0.0,0.0,0.0,0.0
2404000,0.0,0.0,0.0,-0.000955583,-0.00029811,0.0149536,0.0,0.0,0.0,-0.000276778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266994,0.266994,4.18138,0.0,0.0,0.0,0.0912046,0.0,0.0,0.0,0.0,0.0,0.000100902,0.00379267,0.00508589,0.0,0.0,0.0,0.0,0.0,0.0
2596000,0.0,0.0,0.0,-0.00139173,-0.000641872,0.0813904,0.0,0.0,0.0,0.00145864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266255,0.266255,4.17221,0.0,0.0,0.0,0.0911071,0.0,0.0,0.0,0.0,0.0,3.40283e-05,0.00243347,0.0021597,0.0,0.0,0.0,0.0,0.0,0.0
2788000,0.0,0.0,0.0,-0.00168392,-0.00107863,0.00744629,0.0,0.0,0.0,0.00285381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266386,0.266386,4.16533,0.0,0.0,0.0,0.0910333,0.0,0.0,0.0,0.0,0.0,0.000152609,0.00397222,0.00460925,0.0,0.0,0.0,0.0,0.0,0.0
2980000,0.0,0.0,0.0,-0.00197228,-0.00126381,0.00686646,0.0,0.0,0.0,-0.002906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266602,0.266602,4.15901,0.0,0.0,0.0,0.0909818,0.0,0.0,0.0,0.0,0.0,0.000115657,0.00413925,0.0054407,0.0,0.0,0.0,0.0,0.0,0.0
