timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
96000,488.131,0.0,95597.7,1.13586
100000,488.065,0.0,95598.5,1.13587
104000,488.15,0.0,95597.5,1.13586
112000,488.192,0.0,95597.0,1.13585
116000,488.084,0.0,95598.2,1.13587
120000,488.061,0.0,95598.5,1.13587
124000,488.032,0.0,95598.8,1.13587
132000,487.91,0.0,95600.2,1.13589
136000,488.178,0.0,95597.1,1.13585
140000,488.093,0.0,95598.1,1.13586
144000,488.117,0.0,95597.9,1.13586
152000,488.028,0.0,95598.9,1.13587
156000,488.004,0.0,95599.1,1.13588
160000,488.07,0.0,95598.4,1.13587
164000,488.389,0.0,95594.7,1.13582
168000,487.971,0.0,95599.5,1.13588
172000,487.962,0.0,95599.6,1.13588
176000,487.995,0.0,95599.2,1.13588
180000,488.075,0.0,95598.3,1.13587
188000,487.957,0.0,95599.7,1.13588
192000,488.075,0.0,95598.3,1.13587
196000,487.995,0.0,95599.2,1.13588
200000,488.211,0.0,95596.8,1.13585
208000,487.91,0.0,95600.2,1.13589
212000,488.248,0.0,95596.4,1.13584
216000,488.089,0.0,95598.2,1.13586
224000,487.934,0.0,95599.9,1.13589
228000,488.328,0.0,95595.4,1.13583
232000,488.056,0.0,95598.6,1.13587
236000,488.07,0.0,95598.4,1.13587
240000,488.131,0.0,95597.7,1.13586
244000,488.061,0.0,95598.5,1.13587
252000,488.093,0.0,95598.1,1.13586
256000,488.206,0.0,95596.8,1.13585
260000,488.065,0.0,95598.4,1.13587
264000,488.178,0.0,95597.1,1.13585
268000,488.225,0.0,95596.6,1.13585
272000,488.028,0.0,95598.9,1.13587
276000,488.023,0.0,95598.9,1.13587
280000,488.131,0.0,95597.7,1.13586
284000,488.192,0.0,95597.0,1.13585
288000,488.032,0.0,95598.8,1.13587
292000,488.281,0.0,95596.0,1.13584
296000,488.075,0.0,95598.3,1.13587
300000,487.995,0.0,95599.3,1.13588
304000,488.14,0.0,95597.6,1.13586
308000,488.028,0.0,95598.9,1.13587
312000,487.943,0.0,95599.9,1.13588
320000,488.051,0.0,95598.6,1.13587
324000,488.014,0.0,95599.0,1.13587
332000,488.394,0.0,95594.7,1.13582
336000,488.164,0.0,95597.3,1.13585
340000,487.934,0.0,95599.9,1.13589
344000,487.92,0.0,95600.1,1.13589
352000,488.056,0.0,95598.6,1.13587
356000,488.075,0.0,95598.3,1.13587
360000,488.117,0.0,95597.8,1.13586
364000,488.197,0.0,95596.9,1.13585
368000,488.112,0.0,95597.9,1.13586
372000,488.046,0.0,95598.7,1.13587
376000,488.093,0.0,95598.1,1.13586
380000,488.018,0.0,95599.0,1.13587
388000,488.075,0.0,95598.3,1.13587
392000,488.131,0.0,95597.7,1.13586
400000,488.136,0.0,95597.6,1.13586
404000,488.192,0.0,95597.0,1.13585
408000,488.014,0.0,95599.0,1.13587
412000,487.967,0.0,95599.6,1.13588
416000,488.093,0.0,95598.1,1.13586
420000,488.164,0.0,95597.3,1.13585
424000,488.098,0.0,95598.0,1.13586
432000,488.164,0.0,95597.3,1.13585
436000,487.967,0.0,95599.6,1.13588
440000,488.07,0.0,95598.4,1.13587
444000,487.995,0.0,95599.2,1.13588
448000,487.967,0.0,95599.6,1.13588
452000,487.995,0.0,95599.2,1.13588
456000,488.084,0.0,95598.2,1.13587
460000,488.117,0.0,95597.8,1.13586
464000,488.192,0.0,95597.0,1.13585
468000,488.037,0.0,95598.8,1.13587
476000,487.957,0.0,95599.7,1.13588
480000,487.976,0.0,95599.5,1.13588
484000,488.173,0.0,95597.2,1.13585
488000,488.014,0.0,95599.0,1.13587
492000,488.07,0.0,95598.4,1.13587
500000,487.929,0.0,95600.0,1.13589
504000,488.15,0.0,95597.5,1.13586
512000,488.122,0.0,95597.8,1.13586
516000,488.079,0.0,95598.3,1.13587
524000,488.169,0.0,95597.3,1.13585
528000,488.075,0.0,95598.4,1.13587
532000,488.112,0.0,95597.9,1.13586
536000,488.154,0.0,95597.4,1.13586
540000,487.953,0.0,95599.8,1.13588
544000,488.028,0.0,95598.9,1.13587
548000,487.854,0.0,95600.9,1.1359
556000,488.206,0.0,95596.8,1.13585
560000,488.018,0.0,95599.0,1.13587
564000,488.032,0.0,95598.8,1.13587
572000,488.028,0.0,95598.9,1.13587
576000,487.788,0.0,95601.6,1.13591
580000,488.206,0.0,95596.8,1.13585
584000,488.089,0.0,95598.2,1.13586
588000,488.187,0.0,95597.1,1.13585
592000,488.089,0.0,95598.2,1.13586
596000,488.159,0.0,95597.4,1.13586
600000,488.07,0.0,95598.4,1.13587
608000,488.206,0.0,95596.8,1.13585
612000,488.07,0.0,95598.4,1.13587
616000,488.117,0.0,95597.9,1.13586
620000,488.215,0.0,95596.8,1.13585
628000,488.192,0.0,95597.0,1.13585
632000,488.098,0.0,95598.1,1.13586
640000,488.032,0.0,95598.8,1.13587
644000,488.14,0.0,95597.6,1.13586
648000,487.906,0.0,95600.3,1.13589
652000,488.051,0.0,95598.6,1.13587
656000,488.028,0.0,95598.9,1.13587
660000,488.075,0.0,95598.4,1.13587
664000,488.075,0.0,95598.3,1.13587
668000,488.136,0.0,95597.6,1.13586
676000,488.046,0.0,95598.7,1.13587
680000,488.009,0.0,95599.1,1.13588
684000,488.183,0.0,95597.1,1.13585
688000,488.215,0.0,95596.7,1.13585
692000,488.145,0.0,95597.5,1.13586
700000,488.061,0.0,95598.5,1.13587
704000,488.131,0.0,95597.7,1.13586
708000,487.967,0.0,95599.6,1.13588
716000,488.14,0.0,95597.6,1.13586
720000,488.089,0.0,95598.2,1.13586
728000,488.018,0.0,95599.0,1.13587
736000,487.948,0.0,95599.8,1.13588
740000,488.145,0.0,95597.5,1.13586
744000,487.981,0.0,95599.4,1.13588
748000,488.032,0.0,95598.8,1.13587
756000,488.192,0.0,95597.0,1.13585
764000,488.178,0.0,95597.2,1.13585
772000,488.014,0.0,95599.0,1.13587
776000,488.018,0.0,95598.9,1.13587
780000,488.131,0.0,95597.7,1.13586
784000,487.924,0.0,95600.0,1.13589
792000,488.032,0.0,95598.8,1.13587
796000,488.089,0.0,95598.2,1.13586
800000,488.061,0.0,95598.5,1.13587
808000,488.018,0.0,95599.0,1.13587
812000,488.183,0.0,95597.1,1.13585
816000,487.896,0.0,95600.4,1.13589
820000,488.126,0.0,95597.7,1.13586
828000,487.924,0.0,95600.0,1.13589
832000,488.248,0.0,95596.3,1.13584
836000,488.234,0.0,95596.5,1.13584
840000,487.981,0.0,95599.4,1.13588
848000,488.154,0.0,95597.4,1.13586
852000,488.004,0.0,95599.2,1.13588
856000,488.075,0.0,95598.3,1.13587
860000,487.967,0.0,95599.6,1.13588
868000,488.056,0.0,95598.5,1.13587
872000,488.112,0.0,95597.9,1.13586
876000,488.084,0.0,95598.2,1.13587
880000,488.014,0.0,95599.0,1.13587
888000,488.042,0.0,95598.7,1.13587
892000,488.07,0.0,95598.4,1.13587
896000,488.061,0.0,95598.5,1.13587
904000,487.962,0.0,95599.6,1.13588
908000,488.089,0.0,95598.2,1.13586
916000,488.051,0.0,95598.6,1.13587
920000,488.098,0.0,95598.0,1.13586
924000,488.206,0.0,95596.8,1.13585
928000,487.849,0.0,95600.9,1.1359
932000,487.831,0.0,95601.1,1.1359
936000,488.159,0.0,95597.4,1.13586
944000,488.178,0.0,95597.1,1.13585
948000,488.037,0.0,95598.8,1.13587
952000,488.079,0.0,95598.3,1.13587
956000,488.042,0.0,95598.7,1.13587
964000,488.309,0.0,95595.7,1.13583
968000,488.07,0.0,95598.4,1.13587
972000,488.173,0.0,95597.2,1.13585
980000,488.089,0.0,95598.2,1.13586
984000,488.206,0.0,95596.8,1.13585
988000,487.948,0.0,95599.8,1.13588
996000,488.117,0.0,95597.8,1.13586
1000000,487.845,0.0,95601.0,1.1359
1008000,488.131,0.0,95597.7,1.13586
1012000,487.943,0.0,95599.9,1.13588
1016000,488.018,0.0,95599.0,1.13587
1024000,488.117,0.0,95597.8,1.13586
1028000,488.037,0.0,95598.7,1.13587
1032000,488.108,0.0,95597.9,1.13586
1036000,487.943,0.0,95599.8,1.13588
1040000,487.985,0.0,95599.4,1.13588
1044000,488.154,0.0,95597.5,1.13586
1048000,487.985,0.0,95599.4,1.13588
1052000,488.009,0.0,95599.1,1.13588
1060000,487.887,0.0,95600.5,1.13589
1064000,487.995,0.0,95599.2,1.13588
1068000,488.192,0.0,95597.0,1.13585
1072000,488.122,0.0,95597.8,1.13586
1076000,488.07,0.0,95598.4,1.13587
1080000,488.159,0.0,95597.4,1.13585
1084000,488.244,0.0,95596.4,1.13584
1088000,488.051,0.0,95598.6,1.13587
1092000,488.122,0.0,95597.8,1.13586
1096000,488.046,0.0,95598.6,1.13587
1100000,488.131,0.0,95597.7,1.13586
1108000,488.046,0.0,95598.6,1.13587
1112000,487.943,0.0,95599.9,1.13588
1120000,487.985,0.0,95599.4,1.13588
1124000,488.079,0.0,95598.3,1.13587
1128000,488.23,0.0,95596.6,1.13585
1132000,488.084,0.0,95598.2,1.13586
1136000,488.136,0.0,95597.6,1.13586
1140000,488.046,0.0,95598.6,1.13587
1148000,488.103,0.0,95598.0,1.13586
1152000,488.323,0.0,95595.5,1.13583
1156000,488.187,0.0,95597.0,1.13585
1160000,488.009,0.0,95599.1,1.13588
1164000,488.14,0.0,95597.6,1.13586
1168000,487.91,0.0,95600.2,1.13589
1172000,488.014,0.0,95599.0,1.13587
1180000,488.103,0.0,95598.0,1.13586
1184000,488.145,0.0,95597.5,1.13586
1192000,487.934,0.0,95599.9,1.13589
1196000,488.056,0.0,95598.5,1.13587
1200000,487.99,0.0,95599.3,1.13588
1204000,488.164,0.0,95597.3,1.13585
1208000,488.014,0.0,95599.0,1.13587
1212000,488.136,0.0,95597.6,1.13586
1220000,487.943,0.0,95599.9,1.13588
1224000,488.032,0.0,95598.8,1.13587
1228000,488.032,0.0,95598.8,1.13587
1232000,487.84,0.0,95601.0,1.1359
1236000,487.962,0.0,95599.6,1.13588
1240000,488.089,0.0,95598.2,1.13586
1244000,487.943,0.0,95599.8,1.13588
1252000,488.145,0.0,95597.5,1.13586
1256000,488.093,0.0,95598.1,1.13586
1260000,487.981,0.0,95599.4,1.13588
1268000,487.971,0.0,95599.5,1.13588
1272000,487.962,0.0,95599.6,1.13588
1276000,488.131,0.0,95597.7,1.13586
1280000,488.14,0.0,95597.6,1.13586
1284000,488.018,0.0,95598.9,1.13587
1292000,488.046,0.0,95598.7,1.13587
1296000,487.929,0.0,95600.0,1.13589
