timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
15884000,47.3977419837,8.54559397744,488.017,-0.00335693,-0.0,-0.00780073,-0.000784036,0.000979433,0.00707259,2.30108,2.40134,0.0,2,0,0,0
16084000,47.3977419694,8.54559398119,488.016,-0.00476074,-0.0,-0.0118276,-0.00231426,0.000946927,0.00732595,2.30017,2.40146,0.0,2,0,0,0
16276000,47.3977419474,8.54559397525,488.016,-0.0043335,-0.0,-0.0128493,-0.00229813,0.000770728,0.00728722,2.3005,2.40159,0.0,2,0,0,0
16468000,47.3977419299,8.54559397238,488.018,-0.00305176,-0.0,-0.0112447,-0.0016084,0.000985597,0.00714456,2.29994,2.40158,0.0,2,0,0,0
16660000,47.3977419225,8.5455939826,488.019,-0.00125122,-0.0,-0.0127418,-0.000725101,-0.000876437,0.00666519,2.29954,2.40154,0.0,2,0,0,0
16852000,47.3977419212,8.54559399721,488.019,-0.00134277,-0.0,-0.0129025,-0.00216408,-0.00172355,0.00628788,2.29924,2.40163,0.0,2,0,0,0
17044000,47.3977419104,8.54559400725,488.019,-0.0012207,-0.0,-0.0170292,-0.00421867,-0.00206074,0.0061932,2.29902,2.40154,0.0,2,0,0,0
17236000,47.3977418899,8.54559399949,488.02,-0.000762939,-0.0,-0.0200356,-0.00662266,-0.00147692,0.00594528,2.29885,2.40142,0.0,2,0,0,0
17428000,47.397741867,8.54559398958,488.019,-0.00158691,-0.0,-0.0190283,-0.00751944,-0.00100836,0.00606434,2.29871,2.4013,0.0,2,0,0,0
17620000,47.3977418387,8.54559398445,488.018,-0.00274658,-0.0,-0.0174965,-0.00904877,-0.000329698,0.00638449,2.29861,2.40131,0.0,2,0,0,0
17812000,47.3977418287,8.5455939772,488.018,-0.00265503,-0.0,-0.0143245,-0.0116514,-0.00280881,0.00610949,2.29853,2.40116,0.0,2,0,0,0
18004000,47.397741826,8.5455939528,488.018,-0.00198364,-0.0,-0.0151243,-0.0116815,-0.00251016,0.00590983,2.29846,2.401,0.0,2,0,0,0
18196000,47.3977418166,8.54559393279,488.019,-0.00131226,-0.0,-0.0157233,-0.0120563,-0.00275419,0.00557815,2.29841,2.40085,0.0,2,0,0,0
18388000,47.3977417976,8.54559390586,488.02,-0.000396729,-0.0,-0.0170242,-0.0125855,-0.00304855,0.00553984,2.29836,2.40084,0.0,2,0,0,0
18580000,47.3977417845,8.54559387915,488.021,0.000427246,-0.0,-0.0183106,-0.0168805,-0.00393508,0.00603925,2.29833,2.40068,0.0,2,0,0,0
18772000,47.3977417783,8.5455938453,488.022,0.00164795,-0.0,-0.0163565,-0.0208699,-0.00177663,0.00615845,2.29919,2.40063,0.0,2,0,0,0
18964000,47.3977417726,8.54559382268,488.021,0.000396729,-0.0,-0.0158539,-0.0226117,0.000684665,0.00589242,2.29916,2.40062,0.0,2,0,0,0
19156000,47.3977417631,8.54559379556,488.02,-0.000671387,-0.0,-0.0159089,-0.0230687,0.00106257,0.00582768,2.29913,2.40048,0.0,2,0,0,0
19348000,47.3977417632,8.54559378175,488.019,-0.000915527,-0.0,-0.0136051,-0.0230736,-1.16933e-06,0.00594582,2.29909,2.40035,0.0,2,0,0,0
19540000,47.3977417664,8.54559378176,488.02,-0.000335693,-0.0,-0.015288,-0.020122,0.00173479,0.00581338,2.29906,2.40024,0.0,2,0,0,0
19732000,47.3977417697,8.5455937885,488.02,-0.000793457,-0.0,-0.0157164,-0.0169615,0.000438993,0.00537541,2.29901,2.40026,0.0,2,0,0,0
19924000,47.397741772,8.54559380135,488.019,-0.00140381,-0.0,-0.01664,-0.0165098,0.00065353,0.00541972,2.29897,2.40016,0.0,2,0,0,0
20116000,47.3977417788,8.54559380538,488.019,-0.00170898,-0.0,-0.0168254,-0.0167782,-0.0016433,0.00553894,2.29891,2.40008,0.0,2,0,0,0
20308000,47.3977417859,8.54559380091,488.019,-0.00167847,-0.0,-0.0176137,-0.01297,-0.00169795,0.00563786,2.29885,2.40001,0.0,2,0,0,0
20500000,47.3977417887,8.54559379608,488.017,-0.00274658,-0.0,-0.0162213,-0.0108898,-0.00046466,0.00554263,2.29879,2.40006,0.0,2,0,0,0
20692000,47.3977417889,8.54559378487,488.016,-0.00378418,-0.0,-0.0168944,-0.0109622,-0.000266391,0.00570524,2.29872,2.40001,0.0,2,0,0,0
20884000,47.3977417947,8.54559378365,488.016,-0.00457764,-0.0,-0.0163077,-0.0113406,0.000285023,0.00581887,2.29865,2.39996,0.0,2,0,0,0
21076000,47.3977418062,8.54559378878,488.016,-0.0043335,-0.0,-0.0155821,-0.00981969,0.00194407,0.00571722,2.29858,2.40004,0.0,2,0,0,0
21268000,47.3977418114,8.54559379812,488.016,-0.00427246,-0.0,-0.0133375,-0.0102444,0.00221481,0.00598334,2.29945,2.40009,0.0,2,0,0,0
21460000,47.397741821,8.54559380188,488.017,-0.00256348,-0.0,-0.0101201,-0.00932025,6.99236e-05,0.00572528,2.29936,2.40006,0.0,2,0,0,0
21652000,47.3977418414,8.5455938042,488.02,-0.000335693,-0.0,-0.00862717,-0.00477853,-0.00124364,0.00549516,2.29927,2.40004,0.0,2,0,0,0
21844000,47.3977418609,8.54559382419,488.021,0.00137329,-0.0,-0.00641892,-0.000625253,-0.0033498,0.00585516,2.29917,2.40002,0.0,2,0,0,0
22036000,47.3977418737,8.54559386067,488.022,0.00238037,-0.0,-0.0035754,0.00443344,-0.000626253,0.00583575,2.29908,2.40013,0.0,2,0,0,0
22228000,47.397741881,8.54559391319,488.022,0.0017395,-0.0,-0.00201834,0.00916245,0.00117501,0.00599904,2.29898,2.40011,0.0,2,0,0,0
