timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail,health_flags,timeout_flags
1260000,0.999996,-0.000475608,2.51195e-05,0.00295277,0.00244464,-0.00246247,8.96603e-05,0.000230641,-0.000136983,-0.000817129,-5.0804e-11,-5.64233e-11,-6.06317e-08,2.13594e-08,-4.17595e-09,-1.27181e-07,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.31234e-09,4.173e-05,0.000236356,4.64119e-09,3.05891e-05,3.05893e-05,0.000780562,0.657625,0.657625,0.542921,0.0480874,0.0480874,0.220293,6.40022e-09,6.40022e-09,6.39543e-09,2.55928e-06,2.55928e-06,2.55951e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.310121,0.469353,0.00397317,0.0,4.22192e-06,0.00455303,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
1452000,0.999996,-0.000204158,-7.38792e-05,0.00288036,0.00127856,-0.00317838,0.00286413,0.000322493,-0.000369846,0.00428343,-7.4341e-10,-8.3881e-10,-5.22393e-08,1.17215e-07,-8.85983e-08,-1.02068e-06,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.27075e-09,4.22365e-05,0.000227612,3.45036e-09,3.60413e-05,3.60413e-05,0.000597542,0.233791,0.233791,0.503165,0.0329117,0.0329117,0.186557,6.40012e-09,6.40012e-09,6.3878e-09,2.55638e-06,2.55638e-06,2.55727e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.256561,0.431923,0.00208359,0.0,7.38082e-06,0.00625361,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
1644000,0.999995,-0.000148446,-0.000119241,0.00329198,0.00197642,-0.00275227,-0.00412641,0.000389881,-0.000537345,-0.00348039,-3.75266e-09,-2.99317e-09,-1.18122e-07,3.16083e-07,-3.61426e-07,9.77862e-07,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.51621e-09,4.58582e-05,0.000232854,3.26956e-09,4.33047e-05,4.33047e-05,0.000485834,0.113909,0.113909,0.443124,0.025025,0.025025,0.178657,6.39909e-09,6.39909e-09,6.37494e-09,2.54734e-06,2.54734e-06,2.55107e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.223719,0.422679,0.000256657,0.0,1.13288e-05,0.00222817,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
1836000,0.999993,-8.1593e-05,2.39177e-05,0.00368115,0.00156901,-0.00184503,0.00207941,0.000418807,-0.000592699,0.00200992,-1.12994e-08,-7.98659e-09,-2.03234e-07,6.78878e-07,-9.02534e-07,-1.74086e-06,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.54833e-09,4.58362e-05,0.000247806,3.24523e-09,5.23179e-05,5.2318e-05,0.000411204,0.0709475,0.0709475,0.374362,0.0204293,0.0204293,0.17736,6.39499e-09,6.39499e-09,6.35579e-09,2.52593e-06,2.52593e-06,2.53904e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.202135,0.421141,0.00625318,0.0,1.237e-05,0.012712,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
2028000,0.999993,-0.000174242,0.000166059,0.00377986,-0.000383632,-0.00106254,0.00766975,0.000393424,-0.000482886,0.00938621,-2.11785e-08,-1.59156e-08,-1.61132e-07,1.15472e-06,-1.49832e-06,-5.23738e-06,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.36402e-09,4.43746e-05,0.000246004,3.24674e-09,6.29853e-05,6.29853e-05,0.000364189,0.0571044,0.0571043,0.31685,0.0188924,0.0188924,0.183449,6.38467e-09,6.38467e-09,6.33256e-09,2.48873e-06,2.48873e-06,2.52243e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.194383,0.42831,0.0037405,0.0,9.69256e-06,0.00508048,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
2220000,0.999993,-0.000380793,8.40834e-05,0.00361665,-0.00416844,0.000121754,0.00526726,-0.000181536,-0.000275704,0.00672247,-3.23832e-08,-1.9223e-08,-8.49617e-08,1.33428e-06,-2.07953e-06,-2.69798e-06,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.29685e-09,4.43612e-05,0.000229049,2.79612e-09,7.49646e-05,7.49647e-05,0.000324143,0.0512228,0.0512228,0.259554,0.0168299,0.0168299,0.178478,6.35699e-09,6.35699e-09,6.29841e-09,2.41662e-06,2.41662e-06,2.4966e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.183466,0.422467,0.00053498,0.0,5.73764e-06,0.00106826,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
2412000,0.999993,-0.000387582,0.000120205,0.0036366,-0.0061036,-0.00176391,0.00703315,-0.000934265,-0.00028582,0.0112184,-4.39451e-08,1.07031e-08,-1.78468e-07,4.20283e-08,-2.58263e-06,-4.52783e-06,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.36025e-09,4.39844e-05,0.00021677,2.47732e-09,8.77516e-05,8.77516e-05,0.000293983,0.050621,0.050621,0.213899,0.0155852,0.0155852,0.170962,6.29767e-09,6.29767e-09,6.25454e-09,2.30271e-06,2.30271e-06,2.46246e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.176552,0.413475,0.00898796,0.0,1.92964e-05,0.00791543,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
2604000,0.999994,-0.000550545,2.31445e-05,0.00348098,-0.00551438,-0.00416384,0.00662407,-0.00139024,-0.000669923,0.0107349,-6.83506e-08,7.60458e-08,-1.15144e-07,-2.46867e-06,-3.5156e-06,-2.75578e-06,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.35664e-09,4.4106e-05,0.000217572,2.2073e-09,0.00010114,0.00010114,0.000274168,0.0541069,0.0541069,0.185145,0.0159685,0.0159685,0.16966,6.20824e-09,6.20824e-09,6.20708e-09,2.17029e-06,2.17029e-06,2.42551e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.178709,0.411898,0.00185866,0.0,2.69715e-05,0.0079693,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
2796000,0.999994,-0.000450334,2.46029e-05,0.00341967,-0.00634772,-0.0039425,0.00369095,-0.0016296,-0.00104515,0.00937068,-1.32433e-07,1.88556e-07,-2.4047e-08,-6.26673e-06,-5.66875e-06,-2.64192e-07,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.3371e-09,4.34996e-05,0.000222305,2.1049e-09,0.000113819,0.000113819,0.000255817,0.055587,0.055587,0.160023,0.0157429,0.0157429,0.16083,6.05596e-09,6.05596e-09,6.14357e-09,1.9966e-06,1.9966e-06,2.37577e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.177442,0.401036,0.0036379,0.0,3.26262e-05,0.000729702,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
2988000,0.999994,-0.000283484,-6.8068e-06,0.00346743,-0.0052593,-0.00466351,-0.00137243,-0.00185905,-0.0012142,0.00429845,-2.31737e-07,3.45569e-07,-4.43629e-08,-1.08621e-05,-8.57553e-06,5.77761e-06,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.25379e-09,4.24132e-05,0.000212923,2.07996e-09,0.000125468,0.000125468,0.000241516,0.0556683,0.0556683,0.142428,0.01568,0.01568,0.152686,5.84813e-09,5.84813e-09,6.06892e-09,1.8178e-06,1.8178e-06,2.31648e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.177087,0.390751,7.41737e-05,0.0,3.84054e-05,0.00814979,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
3180000,0.999994,-0.000335264,-6.73718e-05,0.00348705,-0.00514419,-0.0065995,0.000711709,-0.00191237,-0.00164054,0.00470285,-3.49435e-07,5.05437e-07,-3.94781e-08,-1.49289e-05,-1.15574e-05,6.06924e-06,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.32306e-09,4.41695e-05,0.000227534,2.09624e-09,0.000136904,0.000136904,0.000232726,0.0563982,0.0563982,0.133495,0.0166336,0.0166336,0.151014,5.62502e-09,5.62502e-09,5.99296e-09,1.67349e-06,1.67349e-06,2.25501e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.182393,0.388605,0.000321943,0.0,3.76955e-05,0.00722692,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
3372000,0.999994,-0.000307422,-0.00010388,0.00344884,-0.00417821,-0.00396805,-0.00813973,-0.00177445,-0.00167577,-0.00858226,-5.26439e-07,6.97714e-07,-1.4687e-08,-1.90615e-05,-1.53642e-05,2.36211e-05,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.23548e-09,4.36637e-05,0.00023053,2.03887e-09,0.000145952,0.000145952,0.000223824,0.0527541,0.0527541,0.124591,0.016218,0.016218,0.143947,5.33596e-09,5.33596e-09,5.89656e-09,1.53928e-06,1.53929e-06,2.17322e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.1801,0.379403,0.00170362,0.0,3.66992e-05,0.00052436,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
3564000,0.999995,-0.000527516,-0.000109843,0.00327206,-0.00105274,-0.00477175,-0.013299,-0.00135867,-0.00159867,-0.01506,-6.9815e-07,8.65636e-07,6.83579e-08,-2.20422e-05,-1.83989e-05,2.91422e-05,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.12999e-09,4.22614e-05,0.000223324,1.89252e-09,0.000154223,0.000154223,0.000216926,0.0487513,0.0487513,0.118682,0.0157533,0.0157533,0.13819,5.03944e-09,5.03944e-09,5.78933e-09,1.44628e-06,1.44628e-06,2.0809e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.177501,0.37174,0.00157692,0.0,3.30309e-05,0.00196107,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
3756000,0.999994,-0.00039609,2.9409e-06,0.00341492,0.000401436,-0.00464998,-0.0175545,-0.000776929,-0.00159567,-0.0225645,-8.44608e-07,9.63332e-07,-5.44021e-09,-2.343e-05,-2.04651e-05,3.67983e-05,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.23614e-09,4.47545e-05,0.000220911,2.0302e-09,0.000163117,0.000163117,0.000211614,0.0468483,0.0468483,0.117158,0.0162552,0.0162552,0.138239,4.77422e-09,4.77422e-09,5.67138e-09,1.39338e-06,1.39338e-06,1.98993e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.180306,0.371804,0.00157575,0.0,3.1397e-05,0.014501,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
3948000,0.999994,-0.000365229,0.000176574,0.0035746,0.000566509,-0.00491338,-0.00920048,-0.000394533,-0.00162023,-0.0118509,-1.00917e-06,1.02403e-06,3.62679e-07,-2.40963e-05,-2.22074e-05,1.48329e-05,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.30389e-09,4.51875e-05,0.000211985,2.45519e-09,0.000169893,0.000169893,0.000207567,0.0430072,0.0430072,0.114154,0.0156691,0.0156691,0.134356,4.47728e-09,4.47728e-09,5.54344e-09,1.35956e-06,1.35956e-06,1.87838e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.177026,0.366546,0.00806587,0.0,3.26399e-05,0.00682952,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
4140000,0.999994,-0.000322748,0.000104793,0.00355363,0.00111085,-0.00173748,-0.00655548,-0.00017979,-0.00144692,-0.00981575,-1.17259e-06,1.05397e-06,4.02585e-07,-2.43169e-05,-2.33738e-05,7.97693e-06,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.12227e-09,4.39225e-05,0.000209904,2.47476e-09,0.00017569,0.00017569,0.000206396,0.0396405,0.0396405,0.111676,0.0150844,0.0150844,0.131277,4.18187e-09,4.18187e-09,5.42172e-09,1.34429e-06,1.34429e-06,1.75833e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.173692,0.362321,0.00218359,0.0,2.98511e-05,0.0133616,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
4332000,0.999994,-0.000225008,0.00014324,0.00343042,0.00360331,-0.00282211,-0.003421,0.000142436,-0.00120883,-0.00469417,-1.28994e-06,1.05928e-06,5.52999e-07,-2.43465e-05,-2.38502e-05,-2.33339e-06,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.12319e-09,4.26036e-05,0.000209455,2.38697e-09,0.000181983,0.000181983,0.000204084,0.0384418,0.0384418,0.111596,0.0154415,0.0154415,0.133132,3.92068e-09,3.92068e-09,5.27672e-09,1.33986e-06,1.33986e-06,1.64628e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.175736,0.364873,0.000716166,0.0,2.404e-05,0.00530406,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
4524000,0.999995,-0.000178897,0.00010844,0.00311798,0.00125118,-0.00273486,0.00256305,0.000408151,-0.00111763,0.0021691,-1.41091e-06,1.02592e-06,5.3114e-07,-2.43168e-05,-2.39856e-05,-1.51578e-05,0.896669,0.0401479,1.0,0.0,0.0,0.0,0.0,0.0,1.14903e-09,4.37048e-05,0.000216879,1.98578e-09,0.000185028,0.000185028,0.000202381,0.0358052,0.0358052,0.108796,0.0148068,0.0148068,0.130779,3.62236e-09,3.62236e-09,5.12417e-09,1.33925e-06,1.33925e-06,1.51511e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.172086,0.361633,0.00840047,0.0,2.30461e-05,0.00341866,0.0,0.0,0.0,0.0,0,0,0,165,24,0,0,0
