timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
18280000,-0.00317246,0.0186809,-0.0662903,0.00823861,nan,-0.00152116,-0.00521787,-0.506109,8.2463e-05,-9.72152e-05,-2.84766,0.0,0.0,-8.0,nan,nan,nan
18468000,-0.00343836,0.0177263,-0.216846,0.00823861,nan,-0.00073822,-0.00386917,-1.08242,0.0160771,0.0358899,-2.55988,0.0,0.0,8.0,nan,nan,nan
18652000,-0.00340507,0.0172333,-0.45089,0.00823861,nan,0.00028228,-0.00306261,-1.4179,-2.52295e-06,-9.17353e-05,-1.08873,0.0,0.0,8.0,nan,nan,nan
18840000,-0.00335209,0.0167113,-0.728107,0.00823861,nan,0.000281806,-0.00274391,-1.49846,-2.52295e-06,1.22283e-05,-0.129514,0.0,0.0,-6.4,nan,nan,nan
19028000,-0.00329917,0.0161958,-1.01002,0.00823861,nan,0.000281332,-0.00274161,-1.49978,-2.52295e-06,1.22283e-05,-0.000150919,0.0,0.0,0.0,nan,nan,nan
19212000,-0.00324744,0.0156915,-1.28598,0.00823861,nan,0.000280868,-0.00273936,-1.49981,-2.52295e-06,1.22283e-05,-0.000150919,0.0,0.0,0.0,nan,nan,nan
19400000,-0.00319469,0.0151767,-1.56795,0.00823861,nan,0.000280393,-0.00273706,-1.49983,-2.52295e-06,1.22283e-05,-0.000150919,0.0,0.0,0.0,nan,nan,nan
19588000,-0.00314202,0.0146624,-1.84992,0.00823861,nan,0.000279919,-0.00273476,-1.49986,-2.52295e-06,1.22283e-05,-0.000150919,0.0,0.0,0.0,nan,nan,nan
19772000,-0.00309055,0.0141594,-2.1259,0.00823861,nan,0.000279455,-0.00273252,-1.49989,-2.52295e-06,1.22283e-05,-0.000150919,0.0,0.0,0.0,nan,nan,nan
19960000,-0.00303806,0.0136459,-2.40788,0.00823861,nan,0.00027898,-0.00273022,-1.49992,-2.52295e-06,1.22283e-05,-0.000150919,0.0,0.0,0.0,nan,nan,nan
20148000,-0.00298566,0.0131328,-2.68986,0.00823861,nan,0.000278506,-0.00272792,-1.49995,-2.52295e-06,1.22283e-05,-0.000150919,0.0,0.0,0.0,nan,nan,nan
20332000,-0.00293445,0.0126311,-2.96586,0.00823861,nan,0.000278042,-0.00272567,-1.49997,-2.52295e-06,1.22283e-05,-0.000150919,0.0,0.0,0.0,nan,nan,nan
20520000,-0.00288223,0.01212,-3.24785,0.00823861,nan,0.000277567,-0.00256337,-1.5,-2.52295e-06,0.0160122,-3.01838e-05,0.0,0.8,0.0,nan,nan,nan
20708000,-0.00283009,0.0116671,-3.52985,0.00823861,nan,0.000277093,-0.00240325,-1.5,-2.52295e-06,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
20892000,-0.00277915,0.0112722,-3.80585,0.00823861,nan,0.000276629,-0.00208325,-1.5,-2.52295e-06,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
21080000,-0.00272718,0.0108806,-4.08785,0.00823861,nan,0.000276154,-0.00208325,-1.5,-2.52295e-06,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
21268000,-0.00267531,0.0104889,-4.36986,0.00823861,nan,0.00027568,-0.00208325,-1.5,-2.52295e-06,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
21452000,-0.00262463,0.0101056,-4.64586,0.00823861,nan,0.000275216,-0.00208325,-1.5,-2.52295e-06,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
21640000,-0.00257293,0.00971399,-4.92786,0.00823861,nan,0.000274741,-0.00208325,-1.5,-2.52295e-06,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
21828000,-0.00252133,0.00932234,-5.20986,0.00823861,nan,0.000274267,-0.00208325,-1.5,-2.52295e-06,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
22012000,-0.0024709,0.00893902,-5.48586,0.00823861,nan,0.000273803,-0.00208325,-1.5,-2.52295e-06,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
22200000,-0.00241947,0.00854737,-5.76787,0.00823861,nan,0.000273329,-0.00208325,-1.5,-2.52295e-06,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
22388000,-0.00236825,0.00834833,-6.0492,0.00823861,nan,0.000272855,0.000161115,-1.5,-2.52295e-06,0.00022194,0.0,0.0,0.0,0.0,nan,nan,nan
22572000,-0.0023661,0.00835143,-6.32337,0.00823861,nan,-6.40497e-05,-0.000143492,-1.5,-0.000173176,-0.000169975,0.0,0.0,0.0,0.0,nan,nan,nan
