timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1316000,0.00400002,0.00200003,0.00150858,0.999997,-0.000281253,-0.000127498,0.00264107,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
1344000,-0.00199999,0.00700003,0.00650942,0.999996,-0.000254724,-0.000110852,0.00274821,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
1372000,-0.00449997,-0.00499994,0.00750577,0.999996,-0.000272584,-0.000146596,0.00288335,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
1404000,0.00100007,-0.00449992,0.00200502,0.999995,-0.000292235,-0.000134927,0.00303292,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
1436000,-0.00249992,-0.00849989,-0.0124942,0.999996,-0.000253597,-7.4411e-05,0.00297147,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
1464000,0.0125001,-0.0059999,6.55089e-06,0.999995,-0.000180362,-0.00011506,0.00305012,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
1492000,0.0145001,-0.0114999,-0.00198732,0.999995,-0.000150012,-0.00012848,0.00305541,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
1520000,0.00100018,-0.000499833,-0.007987,0.999995,-0.000133492,-0.000152621,0.00309056,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
1552000,0.00900028,0.0165002,0.0135133,0.999995,-7.22593e-05,-3.13335e-05,0.00322082,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
1580000,-0.00499969,-0.00499976,-0.00348357,0.999995,-2.26523e-05,-2.68986e-05,0.0032556,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
1612000,-0.00849966,-0.00149973,0.00601651,0.999995,-0.000122648,-0.000106746,0.00331257,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
1640000,0.00150039,-0.000499622,0.0215149,0.999994,-0.000162098,-7.73342e-05,0.00342339,0.999997,7.92831e-07,-1.71253e-06,0.00240907,1
