timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
1000000,0,4e+06,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,37
1000000,0,4e+06,1.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,1,43
2000000,0,4e+06,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,37
2000000,0,4e+06,1.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,1,43
3000000,0,4e+06,1.0,0.0,534.322,0.0,0,0,0,0,0,0,0,0,0,1,37
3000000,0,4e+06,1.0,0.0,812.619,0.0,0,0,0,0,0,2,0,0,0,1,43
4000000,0,4e+06,1.0,0.0,9.79084,0.0,0,0,0,0,0,0,0,0,0,1,37
4000000,0,4e+06,1.0,0.0,14.9562,0.0,0,0,0,0,0,2,0,0,0,1,43
5000000,0,4e+06,1.0,0.0,9.74602,0.0,0,0,0,0,0,0,0,0,0,1,37
5000000,0,4e+06,1.0,0.0,14.8845,0.0,0,0,0,0,0,2,0,0,0,1,43
6000000,0,4e+06,1.0,0.0,9.72112,0.0,0,0,0,0,0,0,0,0,0,1,37
6000000,0,4e+06,1.0,0.0,14.8446,0.0,0,0,0,0,0,2,0,0,0,1,43
7000000,0,4e+06,1.0,0.0,9.80578,0.0,0,0,0,0,0,0,0,0,0,1,37
7000000,0,4e+06,1.0,0.0,14.9143,0.0,0,0,0,0,0,2,0,0,0,1,43
8000000,0,4e+06,1.0,0.0,9.75697,0.0,0,0,0,0,0,0,0,0,0,1,37
8000000,0,4e+06,1.0,0.0,14.8825,0.0,0,0,0,0,0,2,0,0,0,1,43
9000000,0,4e+06,1.0,0.0,9.70119,0.0,0,0,0,0,0,0,0,0,0,1,37
9000000,0,4e+06,1.0,0.0,14.9562,0.0,0,0,0,0,0,2,0,0,0,1,43
10000000,0,4e+06,1.0,0.0,9.76593,0.0,0,0,0,0,0,0,0,0,0,1,37
10000000,0,4e+06,1.0,0.0,14.8466,0.0,0,0,0,0,0,2,0,0,0,1,43
11000000,0,4e+06,1.0,0.0,14.8825,0.0,0,0,0,0,0,2,0,0,0,1,43
11000000,0,4e+06,1.0,0.0,9.64044,0.0,0,0,0,0,0,0,0,0,0,1,37
12000000,0,4e+06,1.0,0.0,9.8257,0.0,0,0,0,0,0,0,0,0,0,1,37
12000000,0,4e+06,1.0,0.0,14.9123,0.0,0,0,0,0,0,2,0,0,0,1,43
13000000,0,4e+06,1.0,0.0,9.81972,0.0,0,0,0,0,0,0,0,0,0,1,37
13000000,0,4e+06,1.0,0.0,14.9273,0.0,0,0,0,0,0,2,0,0,0,1,43
14000000,0,4e+06,1.0,0.0,9.72112,0.0,0,0,0,0,0,0,0,0,0,1,37
14000000,0,4e+06,1.0,0.0,14.9562,0.0,0,0,0,0,0,2,0,0,0,1,43
15000000,0,4e+06,1.0,0.0,9.74602,0.0,0,0,0,0,0,0,0,0,0,1,37
15000000,0,4e+06,1.0,0.0,14.8466,0.0,0,0,0,0,0,2,0,0,0,1,43
16000000,0,4e+06,1.0,0.0,9.75697,0.0,0,0,0,0,0,0,0,0,0,1,37
16000000,0,4e+06,1.0,0.0,15.3127,0.0,0,0,0,0,0,2,0,0,0,1,43
17000000,0,4e+06,1.0,0.0,11.5986,0.0,0,0,0,0,0,0,0,0,0,1,37
17000000,0,4e+06,1.0,0.0,16.6693,0.0,0,0,0,0,0,2,0,0,0,1,43
18000000,0,4e+06,1.0,0.0,10.7629,0.0,0,0,0,0,0,0,0,0,0,1,37
18000000,0,4e+06,1.0,0.0,16.6145,0.0,0,0,0,0,0,2,0,0,0,1,43
19000000,0,4e+06,1.0,0.0,9.37052,0.0,0,0,0,0,0,0,0,0,0,1,37
19000000,0,4e+06,1.0,0.0,16.8884,0.0,0,0,0,0,0,2,0,0,0,1,43
20000000,0,4e+06,1.0,0.0,9.39143,0.0,0,0,0,0,0,0,0,0,0,1,37
20000000,0,4e+06,1.0,0.0,16.9143,0.0,0,0,0,0,0,2,0,0,0,1,43
21000000,0,4e+06,1.0,0.0,9.39243,0.0,0,0,0,0,0,0,0,0,0,1,37
21000000,0,4e+06,1.0,0.0,16.8506,0.0,0,0,0,0,0,2,0,0,0,1,43
22000000,0,4e+06,1.0,0.0,9.49602,0.0,0,0,0,0,0,0,0,0,0,1,37
22000000,0,4e+06,1.0,0.0,16.8685,0.0,0,0,0,0,0,2,0,0,0,1,43
23000000,0,4e+06,1.0,0.0,9.44223,0.0,0,0,0,0,0,0,0,0,0,1,37
23000000,0,4e+06,1.0,0.0,16.8147,0.0,0,0,0,0,0,2,0,0,0,1,43
24000000,0,4e+06,1.0,0.0,9.39143,0.0,0,0,0,0,0,0,0,0,0,1,37
24000000,0,4e+06,1.0,0.0,16.9482,0.0,0,0,0,0,0,2,0,0,0,1,43
25000000,0,4e+06,1.0,0.0,9.37052,0.0,0,0,0,0,0,0,0,0,0,1,37
25000000,0,4e+06,1.0,0.0,16.7789,0.0,0,0,0,0,0,2,0,0,0,1,43
26000000,0,4e+06,1.0,0.0,9.39143,0.0,0,0,0,0,0,0,0,0,0,1,37
26000000,0,4e+06,1.0,0.0,16.9104,0.0,0,0,0,0,0,2,0,0,0,1,43
27000000,0,4e+06,1.0,0.0,9.4751,0.0,0,0,0,0,0,0,0,0,0,1,37
27000000,0,4e+06,1.0,0.0,16.8894,0.0,0,0,0,0,0,2,0,0,0,1,43
28000000,0,4e+06,1.0,0.0,9.46315,0.0,0,0,0,0,0,0,0,0,0,1,37
28000000,0,4e+06,1.0,0.0,17.0179,0.0,0,0,0,0,0,2,0,0,0,1,43
29000000,0,4e+06,1.0,0.0,9.37052,0.0,0,0,0,0,0,0,0,0,0,1,37
29000000,0,4e+06,1.0,0.0,16.8884,0.0,0,0,0,0,0,2,0,0,0,1,43
30000000,0,4e+06,1.0,0.0,9.39143,0.0,0,0,0,0,0,0,0,0,0,1,37
30000000,0,4e+06,1.0,0.0,16.8386,0.0,0,0,0,0,0,2,0,0,0,1,43
31000000,0,4e+06,1.0,0.0,9.39243,0.0,0,0,0,0,0,0,0,0,0,1,37
31000000,0,4e+06,1.0,0.0,16.8884,0.0,0,0,0,0,0,2,0,0,0,1,43
