timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
370456000,-0.0162789,-0.0106419,0.016252,0.999951,-0.00438871,0.00155241,-0.00868806,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370488000,-0.0097801,0.00335703,0.00475225,0.999951,-0.00443599,0.00157942,-0.00876277,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370520000,-0.0032801,-0.015643,-0.000247585,0.99995,-0.0046171,0.00144999,-0.00873257,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370548000,-0.0177801,0.013357,-0.000247582,0.99995,-0.00476636,0.0013405,-0.00871758,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370576000,0.0057192,-0.0196451,-0.00574743,0.99995,-0.0047525,0.00124579,-0.00869198,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370604000,-0.0107808,0.00785495,0.00225263,0.99995,-0.00481529,0.00124562,-0.00867087,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370632000,0.0142191,-0.0241451,0.00525297,0.99995,-0.00476411,0.00112769,-0.00868023,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370664000,0.00271914,0.00685488,0.0182533,0.999952,-0.00461255,0.000999942,-0.00856982,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370692000,-0.00178214,-0.00264623,-0.0132467,0.999951,-0.00465769,0.00114458,-0.00867714,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370720000,0.00221791,-0.000646212,-0.000246496,0.999951,-0.00465821,0.00115718,-0.00869087,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
370748000,0.0222179,-0.0146462,-0.00424653,0.999952,-0.00445278,0.00115526,-0.00871287,0.999998,3.70186e-06,4.70676e-06,-0.0020272,3
