timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
10224000,0.0,0.0,488.05,0.0,0.0,0.0,0.0,1,0,0
16624000,47.3977419241,8.54559398032,488.019,0.0137986,0.00604557,0.0305683,0.00681656,1,1,0
69616000,47.3977420044,8.54559419306,488.017,0.0227309,0.0220581,0.0324983,0.00807556,1,1,0
488344000,47.3977397543,8.547327155,487.655,-0.226021,130.459,0.395027,0.000338985,1,1,0
